scene,patch,camera,iso,lap_gt,overall_gt,sigma_gt,musiq_gt,lap_noisy,overall_noisy,sigma_noisy,musiq_noisy
0022_001_N6_00100_00060_5500_N,010_10_9,N6,100,13.901090011000633,0.2951842724875761,0.6276506323786952,27.74970817565918,116.28238241164945,0.3461185780978015,2.477062364531639,19.593441009521484
0022_001_N6_00100_00060_5500_N,010_4_0,N6,100,9.556152042001486,0.2726024130353972,0.481489194349878,21.24367904663086,101.06894915900193,0.31825776506841424,2.3060720473062535,17.04617691040039
0023_001_N6_00800_00350_5500_N,010_10_12,N6,800,9.167631640098989,0.30035374661172964,0.5846457521152357,24.89506721496582,607.4039455314633,0.5739773231538379,5.570528012839425,18.440046310424805
0023_001_N6_00800_00350_5500_N,010_6_7,N6,800,7.679594457149506,0.2826864229447409,0.44676060715195187,25.735912322998047,1178.8054152333643,0.7854449005760012,5.573106738093441,47.997955322265625
0023_001_N6_00800_00350_5500_N,010_2_5,N6,800,4.625289663439617,0.26137833265603316,0.4053791418243277,29.29378890991211,553.5047137504444,0.5376131040970608,4.729635612465671,37.50932312011719
0025_001_G4_00100_00060_5500_L,010_9_2,G4,100,3.7047245071735233,0.25879600046126755,0.394370620801356,19.974384307861328,103.875274582766,0.31323264425336406,2.2259617354152748,17.278629302978516
0025_001_G4_00100_00060_5500_L,010_7_0,G4,100,2.9525877551641315,0.249315377053829,0.345821675429826,18.987220764160156,105.31575896497816,0.30787569142852295,2.2172504496287124,18.882278442382812
0025_001_G4_00100_00060_5500_L,010_6_8,G4,100,8.393163732253015,0.3133606097530379,0.3232104222764851,21.057241439819336,300.02610681951046,0.4761374295049722,2.6394579519187693,32.5833625793457
0027_001_G4_00800_00350_5500_L,010_3_2,G4,800,9.665064885281026,0.25040421374212246,0.6320858844651499,19.552000045776367,744.6499942392111,0.6035748818913864,5.8396454246363225,20.225933074951172
0027_001_G4_00800_00350_5500_L,010_6_15,G4,800,9.634244110435247,0.2791390530809676,0.5416408718517832,20.85995101928711,969.3262988456991,0.7389116434164236,6.709982505898502,22.181121826171875
0027_001_G4_00800_00350_5500_L,010_1_17,G4,800,12.694684419548139,0.34625777633055344,0.6381445514874433,17.586593627929688,1147.5558946495876,0.8020852776286619,6.825770999622663,17.341712951660156
0028_001_IP_00100_00160_5500_N,010_10_10,IP,100,8.288628204725683,0.2994594539731899,0.7639123624061446,17.195812225341797,394.7268677018583,0.49930177551297095,5.921538369849489,15.120723724365234
0028_001_IP_00100_00160_5500_N,010_0_6,IP,100,19.04667261033319,0.2889323959590579,0.8686923351073337,16.099660873413086,337.3990592358168,0.4453160002294083,5.689207952907413,16.166473388671875
0028_001_IP_00100_00160_5500_N,010_2_8,IP,100,7.375640835613012,0.2586561672264915,0.7693768183210379,20.321414947509766,517.8582759946585,0.5443554275777132,7.154069163067163,19.791486740112305
0029_001_IP_00800_01000_5500_N,010_3_9,IP,800,5.800353846512735,0.2682872222659164,0.6155332983341023,19.725723266601562,344.25013107061386,0.46808209011466356,5.847051732259767,22.37152099609375
0029_001_IP_00800_01000_5500_N,010_10_13,IP,800,5.758665106259286,0.33220812895131396,0.5989807122030556,13.49836254119873,310.0650046223309,0.47608244479213757,5.192354594641269,13.215164184570312
0029_001_IP_00800_01000_5500_N,010_2_9,IP,800,5.789535399293527,0.26792302819923125,0.6177509243773337,22.095664978027344,352.38862842321396,0.4715971888335072,6.039899873144734,18.45656967163086
0030_001_IP_01600_02000_5500_N,010_10_5,IP,1600,38.626952341757715,0.3276818037589049,1.2366106617762758,31.655866622924805,220.78372143115848,0.424179359118298,3.4239231598213817,21.79188346862793
0030_001_IP_01600_02000_5500_N,010_5_2,IP,1600,36.81583307287656,0.47671642926563385,0.8935212143039056,35.39118194580078,325.3005883693695,0.6372853567222775,5.421278963325322,37.222381591796875
0030_001_IP_01600_02000_5500_N,010_3_6,IP,1600,28.819594228407368,0.31247655601306196,0.6343035105083867,42.740966796875,235.72900389134884,0.4277654184310282,3.07339045797042,32.67905807495117
0032_001_IP_00800_01000_3200_N,010_6_6,IP,800,11.450851009925827,0.32573693383240543,0.8212522027574157,25.58588409423828,859.3287995904684,0.7406453541212841,8.665341301748407,29.806594848632812
0032_001_IP_00800_01000_3200_N,010_9_7,IP,800,10.335845737718046,0.30340156836468263,0.6773083907718368,25.7858829498291,514.2847823267803,0.5721594404810703,5.449847943088756,24.50588607788086
0032_001_IP_00800_01000_3200_N,010_5_11,IP,800,12.505338808288798,0.3526671187698304,0.6954843918387185,20.1395263671875,474.37746705277823,0.5972827446266907,6.6462868929712355,19.09893035888672
0033_001_IP_00100_00160_3200_N,010_1_6,IP,100,11.680663048289716,0.31196379666707363,0.741301109252801,20.93855857849121,520.2483481159434,0.5724187909686772,5.472995129375337,20.6317081451416
0033_001_IP_00100_00160_3200_N,010_5_12,IP,100,8.3705033659935,0.3370510441859053,0.8482987079972174,24.62096405029297,467.90028997301124,0.5786334427738893,7.515255002413245,23.11824607849121
0033_001_IP_00100_00160_3200_N,010_5_0,IP,100,14.857443567365408,0.25129707181836825,0.6133156722908711,19.032512664794922,457.46867676614784,0.4844434947476259,5.232112645033065,20.715045928955078
0034_002_GP_00100_00160_3200_N,010_2_3,GP,100,11.371046865126118,0.35764360401510564,0.5846457521152351,24.224193572998047,70.74776345398277,0.3859877104793411,1.7599959233680058,28.228567123413086
0034_002_GP_00100_00160_3200_N,010_3_3,GP,100,11.9888302301988,0.3689707826451272,0.5846457521152368,18.129592895507812,70.35450047790073,0.39665996514624624,1.7158026208897497,17.61489486694336
0034_002_GP_00100_00160_3200_N,010_10_11,GP,100,18.881873396923766,0.3206293422859467,0.7203132710352861,18.29654312133789,88.74693187489174,0.3548363842045979,2.0418248803168666,18.19729232788086
0035_002_GP_00800_00350_3200_N,010_9_13,GP,800,20.63030467927456,0.34149767130797876,0.8709099611505614,24.32758331298828,378.25546260084957,0.49944924459620493,4.460358982282435,32.30738067626953
0035_002_GP_00800_00350_3200_N,010_9_7,GP,800,69.54504824033938,0.4544994616676184,0.9371203056747498,36.730987548828125,470.5594883225858,0.6224760217061105,3.7836448026179794,32.11576843261719
0035_002_GP_00800_00350_3200_N,010_1_8,GP,800,78.06682803644799,0.43491860034540825,1.2956535262565876,33.660133361816406,470.8859377873596,0.6054631426372902,4.385713126306339,31.957727432250977
0036_002_GP_06400_03200_3200_N,010_8_1,GP,6400,80.26069530262612,0.45756432136533126,1.7004384569734994,20.81206512451172,6289.818105477607,0.9051195904095443,16.622348779338765,24.54018783569336
0036_002_GP_06400_03200_3200_N,010_3_10,GP,6400,62.31790127977729,0.4559534730136656,1.0594820683354136,18.414039611816406,3572.060927621089,0.8803230080966448,9.789410299672207,17.15695571899414
0036_002_GP_06400_03200_3200_N,010_1_6,GP,6400,90.00920793320984,0.40589746616498,1.7020618719093292,28.557613372802734,4075.911988116568,0.8434523107663907,14.566719156384414,42.601463317871094
0038_002_GP_00800_00640_3200_L,010_6_8,GP,800,24.475526954978704,0.39117185413034566,0.7964233235608457,29.040821075439453,719.6971475929022,0.6989715997057773,5.769159046412022,23.879423141479492
0038_002_GP_00800_00640_3200_L,010_5_2,GP,800,14.643020506715402,0.27181295135154043,0.7655357773419738,25.806110382080078,1060.6383568735328,0.7491661098368915,7.463857273135953,19.358856201171875
0038_002_GP_00800_00640_3200_L,010_3_4,GP,800,13.809752341359854,0.29960834827866406,0.7308071901440462,19.55781364440918,884.4358672981616,0.7075821014792735,6.230769215566009,20.419326782226562
0039_002_IP_00100_00180_5500_L,010_9_8,IP,100,8.85259946808219,0.3165636219930772,0.5967630861598251,27.020462036132812,414.6881560997572,0.5030184223779058,3.9658824684458875,19.95020866394043
0039_002_IP_00100_00180_5500_L,010_8_2,IP,100,4.07371157198213,0.3144260491730892,0.3767092216486947,19.210378646850586,228.63831263687462,0.4181827342231595,2.8840649212917904,16.37246322631836
0039_002_IP_00100_00180_5500_L,010_2_6,IP,100,5.724792069755495,0.2771502880281492,0.5145943666119788,18.96225357055664,200.89245592057705,0.38107297567959253,3.8839895232327173,21.105268478393555
0040_002_IP_00800_02000_5500_L,010_4_3,IP,800,8.147979400120676,0.26018811784786144,0.672873138685377,18.555927276611328,595.7504903466906,0.5825758796659917,6.328975919330687,19.615978240966797
0040_002_IP_00800_02000_5500_L,010_0_9,IP,800,9.825120686553419,0.2580073443124879,0.7142546040129982,22.16603660583496,576.1793188666925,0.5566612679333399,6.395780474962277,22.714879989624023
0040_002_IP_00800_02000_5500_L,010_2_8,IP,800,9.041534542804584,0.25481700172732175,0.6337092994009857,22.984556198120117,626.6755596166477,0.5726878111439463,6.121357825636866,21.99614715576172
0042_002_IP_01600_03100_5500_N,010_0_3,IP,1600,7.578295966377482,0.27124583002254576,0.7021372699684095,21.62484359741211,500.1707126162946,0.5303925980054295,6.644663478035407,21.15053367614746
0042_002_IP_01600_03100_5500_N,010_4_13,IP,1600,13.239167615538463,0.40537377204314706,0.6094746313118097,32.057044982910156,606.960987351602,0.6545916110442017,4.6711073498996,22.74911117553711
0042_002_IP_01600_03100_5500_N,010_5_7,IP,1600,12.048764664446935,0.3343390450477816,0.5620344989618966,41.98143005371094,323.6171351885423,0.4782656107498943,4.59943254946051,24.65988540649414
0043_002_IP_00800_01520_5500_N,010_3_3,IP,800,5.968688514083624,0.29330043972846237,0.8107582836486625,22.94491958618164,353.0227503401693,0.47073972134405684,7.45090690040443,22.339462280273438
0043_002_IP_00800_01520_5500_N,010_10_1,IP,800,6.7351833616849035,0.3284937934879176,0.6116922573550396,19.140588760375977,560.4122114253696,0.5889768123476671,6.425479598966349,16.568984985351562
0043_002_IP_00800_01520_5500_N,010_2_4,IP,800,6.154417931102216,0.3047418817285873,0.7180956449920611,19.166526794433594,529.6708762103226,0.5679566829658276,7.256790728111485,19.192840576171875
0044_002_IP_00100_00180_5500_N,010_8_5,IP,100,9.924646839499474,0.4416264287213153,0.4837068203931108,27.801326751708984,166.7032295872923,0.5111117375754805,3.006585902338823,22.45775604248047
0044_002_IP_00100_00180_5500_N,010_4_13,IP,100,31.31479212245904,0.5390443829183316,0.7059783109474881,31.354278564453125,350.0437295192387,0.6681686936458243,2.8797888875916957,30.615116119384766
0044_002_IP_00100_00180_5500_N,010_2_4,IP,100,4.733349023154005,0.34776418292353894,0.5454819128308451,21.344749450683594,163.04095720849,0.42944683465276834,4.233652239641613,19.236469268798828
0045_002_G4_00100_00060_3200_L,010_7_15,G4,100,5.100829001516104,0.25250292935890895,0.32926908929878035,19.16742706298828,212.12873353715986,0.38146235252417604,2.5111967406221627,20.135513305664062
0045_002_G4_00100_00060_3200_L,010_5_15,G4,100,3.0720762573182583,0.3774712485182257,0.33148671534201024,18.365175247192383,214.61526019778103,0.48139765194190076,3.26742702107018,16.350116729736328
0045_002_G4_00100_00060_3200_L,010_4_1,G4,100,3.8730617796536535,0.31675810554121014,0.3623742615608747,15.702513694763184,210.16902932152152,0.42762087428876505,2.959145769988909,16.57221031188965
0047_002_G4_00800_00640_3200_L,010_7_12,G4,800,15.041267396649346,0.35724964674367116,0.6999196439251816,15.545479774475098,1058.5261080777273,0.800906158668092,6.6481278042675855,15.883655548095703
0047_002_G4_00800_00640_3200_L,010_4_7,G4,800,23.511388338869438,0.336103588375745,0.9855896418531067,22.943050384521484,1332.7291624760255,0.7889626067953789,8.719158537893337,19.101272583007812
0047_002_G4_00800_00640_3200_L,010_10_6,G4,800,29.62286212667823,0.33568760957804955,1.0390884412253145,15.83272647857666,1314.169096942991,0.7880520664314988,8.51815065989116,17.26750946044922
0048_002_N6_00100_00100_5500_L,010_2_11,N6,100,3.2228918075561523,0.23913612890421745,0.3540979684953523,19.94220733642578,215.45654805167578,0.37050633069990535,3.4329528823806648,22.930950164794922
0048_002_N6_00100_00100_5500_L,010_11_11,N6,100,3.9477981550153345,0.2545224445544671,0.43242564706413283,19.040220260620117,267.6783818565309,0.40722748443065826,4.4309356326130365,19.532270431518555
0048_002_N6_00100_00100_5500_L,010_1_9,N6,100,5.642949804663658,0.2839156892446453,0.49198311345863727,23.682743072509766,147.27216065465473,0.3589764287289486,3.050619986430714,24.788986206054688
0050_002_N6_03200_03200_5500_L,010_9_8,N6,3200,230.12578819692135,0.3987656957522333,2.771008655525082,20.082712173461914,5021.104209646583,0.8353935585182948,16.55283332696875,20.11429786682129
0050_002_N6_03200_03200_5500_L,010_6_9,N6,3200,157.7275989567861,0.3996855687140162,2.3446416754832384,21.904874801635742,5426.296061288333,0.8423138605115627,17.85828562081447,19.30793571472168
0050_002_N6_03200_03200_5500_L,010_6_3,N6,3200,156.22466107620858,0.3854476226540525,2.5707542070166634,20.93022918701172,6091.502371243201,0.840451417498462,19.41004790816223,18.985858917236328
0051_002_S6_00100_00060_5500_N,010_2_15,S6,100,5.09145628567785,0.42718407524240154,0.3744915956054631,17.368858337402344,137.34220036840998,0.48398876701973487,2.02143125320676,17.488704681396484
0051_002_S6_00100_00060_5500_N,010_8_19,S6,100,8.739986419677734,0.2771474914951464,0.36015663551765137,28.274702072143555,151.16640340909362,0.3505364966549015,2.6425882258421063,27.44478988647461
0051_002_S6_00100_00060_5500_N,010_6_17,S6,100,6.4678477176930755,0.4070110721284333,0.2757702899265692,20.839351654052734,108.32183810975403,0.4532672281358023,1.7589667195395544,17.590526580810547
0052_002_S6_01600_01000_5500_N,010_4_17,S6,1600,24.0873068717774,0.3498246387906334,0.8725333760863953,20.203989028930664,4799.8043277822435,0.8412087431993907,13.577012699217557,22.65932846069336
0052_002_S6_01600_01000_5500_N,010_6_17,S6,1600,18.627545482479036,0.42537744082903767,0.6569147636617273,19.084529876708984,2344.828621371649,0.8511044965351916,8.532804056751699,17.874248504638672
0052_002_S6_01600_01000_5500_N,010_4_10,S6,1600,14.816907218657434,0.3754876420398141,0.41365543488984874,19.82637596130371,1654.0978202724364,0.8096332230225288,4.8672819298494145,16.72610855102539
0054_003_N6_00100_00160_5500_N,010_3_6,N6,100,5.8337249082978815,0.2589680076371797,0.4098143939107919,47.24485778808594,88.8037096625194,0.304861450808875,2.0230546681425907,30.8333740234375
0054_003_N6_00100_00160_5500_N,010_1_2,N6,100,4.671447417698801,0.3201537770468942,0.35188034245212135,26.42194938659668,257.6018368890509,0.45816264763706527,2.818448787874994,19.24775505065918
0054_003_N6_00100_00160_5500_N,010_11_11,N6,100,14.520273480331525,0.3337258221609629,0.6260272174428545,34.51853942871094,164.94415155705065,0.41338347593640723,2.6309058845185676,31.41140365600586
0055_003_N6_00800_01000_5500_N,010_6_10,N6,800,37.8176498261746,0.31252340815304364,0.635926925444222,35.858482360839844,683.477115140995,0.6042127019232537,5.605575036810078,28.421642303466797
0055_003_N6_00800_01000_5500_N,010_5_8,N6,800,28.576593540376052,0.3235349970765084,0.533364578786261,35.82747268676758,611.1599776109215,0.587983219653475,5.293887737470797,36.52012634277344
0055_003_N6_00800_01000_5500_N,010_10_15,N6,800,6.426391608081758,0.23949960172620383,0.5024770325673934,18.510604858398438,891.0273774673697,0.6652093874494126,6.702003318386681,20.565265655517578
0057_003_G4_00100_00125_5500_L,010_8_3,G4,100,2.9947203993797302,0.31082810725418375,0.31715175525419054,27.877849578857422,183.11019224580377,0.4097509202107562,2.6335585032828344,17.668859481811523
0057_003_G4_00100_00125_5500_L,010_0_2,G4,100,3.4803242904599756,0.20808875123984777,0.33148671534200985,20.785133361816406,309.65516657358967,0.42499478903956395,3.34397206631677,20.731285095214844
0057_003_G4_00100_00125_5500_L,010_10_16,G4,100,3.085265531204641,0.3119210123997021,0.3397630084075338,19.621417999267578,258.19271820411086,0.44897085381753193,3.1205121535476117,19.771339416503906
0059_003_G4_00800_01000_5500_L,010_10_9,G4,800,8.83290262427181,0.24866468762109017,0.5250882857207337,22.888996124267578,919.8217515712604,0.690612702577674,6.266171623064522,19.853715896606445
0059_003_G4_00800_01000_5500_L,010_7_0,G4,800,28.140146551420912,0.2692206590182867,0.982777804702479,17.96428680419922,1512.2459093695506,0.7588670003980199,8.693141236481965,21.386808395385742
0059_003_G4_00800_01000_5500_L,010_1_0,G4,800,29.793460570042953,0.2883398987865723,0.9894306828321703,16.417539596557617,973.467602070421,0.7641437253005026,7.126826492685865,20.354276657104492
0060_003_S6_00100_00100_4400_L,010_9_10,S6,100,24.885331043740734,0.28689588579185615,0.4588779411965369,32.37653732299805,191.07368805911392,0.3794208661921189,2.469815275294543,33.88795852661133
