series_id,compareID1,compareID2,compareFile1,compareFile2,LEFT,RIGHT,Total,max_count,Agreement,MaxVote,num_reviewers,majority_label,label_composition,label_detail_visibility,label_distance_appropriateness,label_dynamic_range,label_exposure_quality,label_field_of_view,label_lighting_quality,label_motion_blur,label_other,label_sharpness,label_subject_interest
000002,1,5,2-2.JPG,2-6.JPG,1,3,4,3,0.75,5,4,distance_appropriateness,0,0,2,0,0,2,0,0,0,0,0
000002,1,7,2-2.JPG,2-8.JPG,1,3,4,3,0.75,7,4,detail_visibility,0,1,1,0,1,1,0,0,0,0,0
000002,2,0,2-3.JPG,2-1.JPG,4,0,4,4,1.0,2,4,field_of_view,1,0,0,0,0,2,0,0,1,0,0
000002,2,1,2-3.JPG,2-2.JPG,4,0,4,4,1.0,2,4,field_of_view,0,0,0,0,0,4,0,0,0,0,0
000002,2,4,2-3.JPG,2-5.JPG,2,1,3,2,0.6666666666666666,2,3,detail_visibility,0,1,1,0,0,0,0,0,0,0,1
000002,2,5,2-3.JPG,2-6.JPG,4,0,4,4,1.0,2,4,field_of_view,0,0,0,0,1,2,0,0,1,0,0
000002,2,6,2-3.JPG,2-7.JPG,2,2,4,2,0.5,6,4,detail_visibility,0,1,0,1,0,1,0,0,1,0,0
000002,2,7,2-3.JPG,2-8.JPG,3,1,4,3,0.75,2,4,detail_visibility,0,1,1,0,1,0,0,0,1,0,0
000002,3,0,2-4.JPG,2-1.JPG,1,0,1,1,1.0,3,1,exposure_quality,0,0,0,0,1,0,0,0,0,0,0
000002,3,1,2-4.JPG,2-2.JPG,1,1,2,1,0.5,1,2,detail_visibility,0,2,0,0,0,0,0,0,0,0,0
000002,3,2,2-4.JPG,2-3.JPG,2,1,3,2,0.6666666666666666,3,3,exposure_quality,0,1,0,0,2,0,0,0,0,0,0
000002,3,4,2-4.JPG,2-5.JPG,0,3,3,3,1.0,4,3,other,0,1,0,0,0,0,0,0,2,0,0
000002,3,5,2-4.JPG,2-6.JPG,0,3,3,3,1.0,5,3,composition,2,0,0,0,0,1,0,0,0,0,0
000002,3,6,2-4.JPG,2-7.JPG,2,2,4,2,0.5,6,4,composition,1,0,0,1,0,1,0,0,1,0,0
000002,3,7,2-4.JPG,2-8.JPG,3,0,3,3,1.0,3,3,detail_visibility,0,1,1,0,0,0,0,0,0,0,1
000002,4,0,2-5.JPG,2-1.JPG,1,1,2,1,0.5,0,2,distance_appropriateness,0,0,1,0,0,0,0,0,1,0,0
000002,4,1,2-5.JPG,2-2.JPG,4,0,4,4,1.0,4,4,field_of_view,1,1,0,0,0,2,0,0,0,0,0
000002,4,2,2-5.JPG,2-3.JPG,2,2,4,2,0.5,2,4,composition,1,0,0,0,1,1,0,0,1,0,0
000002,4,3,2-5.JPG,2-4.JPG,0,2,2,2,1.0,3,2,detail_visibility,0,1,0,0,0,1,0,0,0,0,0
000002,4,5,2-5.JPG,2-6.JPG,1,0,1,1,1.0,4,1,other,0,0,0,0,0,0,0,0,1,0,0
000002,4,6,2-5.JPG,2-7.JPG,2,0,2,2,1.0,4,2,detail_visibility,0,1,1,0,0,0,0,0,0,0,0
000002,5,0,2-6.JPG,2-1.JPG,2,1,3,2,0.6666666666666666,5,3,composition,2,0,0,0,1,0,0,0,0,0,0
000002,5,1,2-6.JPG,2-2.JPG,2,0,2,2,1.0,5,2,field_of_view,0,0,0,0,0,2,0,0,0,0,0
000002,5,2,2-6.JPG,2-3.JPG,1,1,2,1,0.5,2,2,field_of_view,0,0,0,0,0,2,0,0,0,0,0
000002,5,3,2-6.JPG,2-4.JPG,1,2,3,2,0.6666666666666666,3,3,field_of_view,0,0,0,0,0,1,0,0,1,0,1
000002,5,4,2-6.JPG,2-5.JPG,2,3,5,3,0.6,4,5,field_of_view,0,0,0,0,0,4,0,0,0,1,0
000002,5,6,2-6.JPG,2-7.JPG,2,0,2,2,1.0,5,2,distance_appropriateness,0,0,1,0,0,0,0,0,0,0,1
000002,5,7,2-6.JPG,2-8.JPG,4,0,4,4,1.0,5,4,distance_appropriateness,0,0,2,0,0,2,0,0,0,0,0
000002,6,0,2-7.JPG,2-1.JPG,2,3,5,3,0.6,0,5,distance_appropriateness,0,1,4,0,0,0,0,0,0,0,0
000002,6,1,2-7.JPG,2-2.JPG,2,1,3,2,0.6666666666666666,6,3,composition,1,0,0,0,0,1,0,0,1,0,0
000002,6,2,2-7.JPG,2-3.JPG,0,1,1,1,1.0,2,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000002,6,3,2-7.JPG,2-4.JPG,0,1,1,1,1.0,3,1,distance_appropriateness,0,0,1,0,0,0,0,0,0,0,0
000002,6,4,2-7.JPG,2-5.JPG,0,1,1,1,1.0,4,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000002,6,5,2-7.JPG,2-6.JPG,1,2,3,2,0.6666666666666666,5,3,distance_appropriateness,0,0,1,0,0,1,0,0,1,0,0
000002,6,7,2-7.JPG,2-8.JPG,2,0,2,2,1.0,6,2,composition,1,0,0,0,1,0,0,0,0,0,0
000002,7,0,2-8.JPG,2-1.JPG,0,1,1,1,1.0,0,1,distance_appropriateness,0,0,1,0,0,0,0,0,0,0,0
000002,7,1,2-8.JPG,2-2.JPG,1,1,2,1,0.5,1,2,field_of_view,0,0,0,0,0,1,0,0,1,0,0
000002,7,2,2-8.JPG,2-3.JPG,0,1,1,1,1.0,2,1,distance_appropriateness,0,0,1,0,0,0,0,0,0,0,0
000002,7,3,2-8.JPG,2-4.JPG,2,0,2,2,1.0,7,2,field_of_view,0,0,0,0,0,1,0,0,1,0,0
000002,7,4,2-8.JPG,2-5.JPG,2,2,4,2,0.5,4,4,detail_visibility,0,2,1,0,0,1,0,0,0,0,0
000002,7,5,2-8.JPG,2-6.JPG,1,1,2,1,0.5,5,2,detail_visibility,0,1,1,0,0,0,0,0,0,0,0
000002,7,6,2-8.JPG,2-7.JPG,0,1,1,1,1.0,6,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000003,0,1,3-1.JPG,3-2.JPG,2,1,3,2,0.6666666666666666,0,3,other,0,0,0,0,0,0,0,0,2,0,1
000003,1,0,3-2.JPG,3-1.JPG,5,2,7,5,0.7142857142857143,1,7,other,0,1,0,1,1,0,1,0,3,0,0
000005,0,1,5-1.JPG,5-2.JPG,0,5,5,5,1.0,1,5,field_of_view,0,1,0,0,0,2,0,0,2,0,0
000005,0,2,5-1.JPG,5-3.JPG,2,0,2,2,1.0,0,2,distance_appropriateness,0,0,1,0,0,0,0,0,1,0,0
000005,0,3,5-1.JPG,5-4.JPG,1,1,2,1,0.5,3,2,dynamic_range,0,0,0,1,0,0,0,0,1,0,0
000005,1,0,5-2.JPG,5-1.JPG,3,0,3,3,1.0,1,3,other,0,0,1,0,0,0,0,0,2,0,0
000005,1,2,5-2.JPG,5-3.JPG,3,1,4,3,0.75,1,4,field_of_view,1,1,0,0,0,2,0,0,0,0,0
000005,1,3,5-2.JPG,5-4.JPG,1,0,1,1,1.0,1,1,other,0,0,0,0,0,0,0,0,1,0,0
000005,2,0,5-3.JPG,5-1.JPG,1,2,3,2,0.6666666666666666,0,3,field_of_view,0,0,0,0,0,2,0,0,1,0,0
000005,2,1,5-3.JPG,5-2.JPG,0,1,1,1,1.0,1,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000005,2,3,5-3.JPG,5-4.JPG,0,1,1,1,1.0,3,1,other,0,0,0,0,0,0,0,0,1,0,0
000005,3,0,5-4.JPG,5-1.JPG,2,1,3,2,0.6666666666666666,3,3,detail_visibility,0,1,0,0,1,1,0,0,0,0,0
000005,3,1,5-4.JPG,5-2.JPG,0,4,4,4,1.0,1,4,field_of_view,0,0,0,0,0,3,0,0,1,0,0
000005,3,2,5-4.JPG,5-3.JPG,1,4,5,4,0.8,2,5,detail_visibility,0,2,1,0,0,2,0,0,0,0,0
000006,0,1,6-1.JPG,6-2.JPG,2,1,3,2,0.6666666666666666,0,3,distance_appropriateness,0,0,2,0,1,0,0,0,0,0,0
000006,0,2,6-1.JPG,6-3.JPG,2,2,4,2,0.5,2,4,field_of_view,0,0,0,0,1,3,0,0,0,0,0
000006,0,3,6-1.JPG,6-4.JPG,0,2,2,2,1.0,3,2,field_of_view,0,0,0,0,0,2,0,0,0,0,0
000006,0,4,6-1.JPG,6-5.JPG,2,0,2,2,1.0,0,2,distance_appropriateness,0,0,1,0,0,0,0,0,1,0,0
000006,0,5,6-1.JPG,6-6.JPG,2,1,3,2,0.6666666666666666,0,3,composition,1,0,0,0,0,0,0,0,1,1,0
000006,1,0,6-2.JPG,6-1.JPG,3,0,3,3,1.0,1,3,distance_appropriateness,0,0,1,0,1,1,0,0,0,0,0
000006,1,2,6-2.JPG,6-3.JPG,1,0,1,1,1.0,1,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000006,1,3,6-2.JPG,6-4.JPG,2,1,3,2,0.6666666666666666,1,3,composition,1,0,1,0,0,1,0,0,0,0,0
000006,1,4,6-2.JPG,6-5.JPG,3,0,3,3,1.0,1,3,composition,1,0,1,0,0,1,0,0,0,0,0
000006,1,5,6-2.JPG,6-6.JPG,1,0,1,1,1.0,1,1,distance_appropriateness,0,0,1,0,0,0,0,0,0,0,0
000006,2,0,6-3.JPG,6-1.JPG,0,1,1,1,1.0,0,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000006,2,1,6-3.JPG,6-2.JPG,0,4,4,4,1.0,1,4,other,0,0,0,1,0,1,0,0,2,0,0
000006,2,3,6-3.JPG,6-4.JPG,0,1,1,1,1.0,3,1,other,0,0,0,0,0,0,0,0,1,0,0
000006,2,4,6-3.JPG,6-5.JPG,0,3,3,3,1.0,4,3,field_of_view,0,0,0,0,1,2,0,0,0,0,0
000006,2,5,6-3.JPG,6-6.JPG,1,4,5,4,0.8,5,5,other,0,1,1,0,0,1,0,0,2,0,0
000006,3,0,6-4.JPG,6-1.JPG,3,1,4,3,0.75,3,4,composition,1,0,0,0,1,1,0,0,1,0,0
000006,3,1,6-4.JPG,6-2.JPG,2,2,4,2,0.5,1,4,field_of_view,0,0,1,0,0,2,0,0,1,0,0
000006,3,2,6-4.JPG,6-3.JPG,3,1,4,3,0.75,3,4,detail_visibility,0,1,1,0,1,1,0,0,0,0,0
000006,3,4,6-4.JPG,6-5.JPG,3,0,3,3,1.0,3,3,distance_appropriateness,0,0,1,0,0,1,0,0,1,0,0
000006,3,5,6-4.JPG,6-6.JPG,1,1,2,1,0.5,5,2,field_of_view,0,0,0,0,0,1,0,0,0,0,1
000006,4,0,6-5.JPG,6-1.JPG,2,1,3,2,0.6666666666666666,4,3,field_of_view,0,0,0,0,0,2,0,0,1,0,0
000006,4,1,6-5.JPG,6-2.JPG,2,2,4,2,0.5,1,4,distance_appropriateness,0,0,2,0,0,1,0,0,1,0,0
000006,4,2,6-5.JPG,6-3.JPG,2,0,2,2,1.0,4,2,field_of_view,0,0,0,0,0,2,0,0,0,0,0
000006,4,3,6-5.JPG,6-4.JPG,0,3,3,3,1.0,3,3,distance_appropriateness,0,0,3,0,0,0,0,0,0,0,0
000006,4,5,6-5.JPG,6-6.JPG,4,0,4,4,1.0,4,4,composition,1,0,1,0,0,0,0,0,1,0,1
000006,5,0,6-6.JPG,6-1.JPG,1,2,3,2,0.6666666666666666,0,3,other,0,0,0,0,1,0,0,0,2,0,0
000006,5,1,6-6.JPG,6-2.JPG,0,3,3,3,1.0,1,3,field_of_view,0,0,1,0,0,2,0,0,0,0,0
000006,5,2,6-6.JPG,6-3.JPG,1,0,1,1,1.0,5,1,other,0,0,0,0,0,0,0,0,1,0,0
000006,5,3,6-6.JPG,6-4.JPG,1,2,3,2,0.6666666666666666,3,3,field_of_view,0,0,1,0,0,2,0,0,0,0,0
000006,5,4,6-6.JPG,6-5.JPG,2,1,3,2,0.6666666666666666,5,3,composition,1,0,1,0,0,1,0,0,0,0,0
000007,0,1,7-1.JPG,7-2.JPG,0,2,2,2,1.0,1,2,composition,1,0,0,0,0,1,0,0,0,0,0
000007,0,2,7-1.JPG,7-3.JPG,2,0,2,2,1.0,0,2,exposure_quality,0,0,0,0,1,0,0,0,0,0,1
000007,1,0,7-2.JPG,7-1.JPG,2,2,4,2,0.5,0,4,composition,1,1,0,0,1,1,0,0,0,0,0
000007,1,2,7-2.JPG,7-3.JPG,2,2,4,2,0.5,2,4,other,0,1,0,0,0,1,0,0,2,0,0
000007,2,0,7-3.JPG,7-1.JPG,5,1,6,5,0.8333333333333334,2,6,field_of_view,0,0,1,0,0,3,0,0,2,0,0
000007,2,1,7-3.JPG,7-2.JPG,5,1,6,5,0.8333333333333334,2,6,field_of_view,0,0,0,0,0,3,0,1,2,0,0
000008,0,1,8-1.JPG,8-2.JPG,1,1,2,1,0.5,1,2,subject_interest,0,0,0,0,0,0,0,0,0,0,2
000008,1,0,8-2.JPG,8-1.JPG,4,3,7,4,0.5714285714285714,1,7,detail_visibility,1,2,0,0,1,0,0,0,2,0,1
000009,0,1,9-1.JPG,9-2.JPG,2,0,2,2,1.0,0,2,field_of_view,0,0,0,0,0,1,0,0,1,0,0
000009,0,2,9-1.JPG,9-3.JPG,4,1,5,4,0.8,0,5,field_of_view,0,1,0,0,0,4,0,0,0,0,0
000009,1,0,9-2.JPG,9-1.JPG,0,7,7,7,1.0,0,7,detail_visibility,1,2,0,0,0,2,0,0,2,0,0
000009,1,2,9-2.JPG,9-3.JPG,1,4,5,4,0.8,2,5,exposure_quality,0,1,0,0,2,0,0,0,1,0,1
000009,2,0,9-3.JPG,9-1.JPG,1,2,3,2,0.6666666666666666,0,3,other,1,0,0,0,0,0,0,0,2,0,0
000009,2,1,9-3.JPG,9-2.JPG,4,1,5,4,0.8,2,5,detail_visibility,0,1,0,1,1,1,0,0,1,0,0
000010,0,1,10-1.JPG,10-2.JPG,4,0,4,4,1.0,0,4,field_of_view,0,0,1,0,1,2,0,0,0,0,0
000010,1,0,10-2.JPG,10-1.JPG,0,8,8,8,1.0,0,8,detail_visibility,0,3,0,0,0,3,0,0,2,0,0
000011,0,1,11-1.JPG,11-2.JPG,3,0,3,3,1.0,0,3,field_of_view,0,0,0,0,0,2,0,0,0,0,1
000011,0,2,11-1.JPG,11-3.JPG,1,1,2,1,0.5,2,2,field_of_view,0,0,0,0,0,1,0,0,1,0,0
000011,0,3,11-1.JPG,11-4.JPG,1,3,4,3,0.75,3,4,composition,1,1,0,0,1,0,0,0,1,0,0
000011,1,0,11-2.JPG,11-1.JPG,1,1,2,1,0.5,0,2,detail_visibility,0,1,0,0,0,0,0,0,0,0,1
000011,1,2,11-2.JPG,11-3.JPG,2,2,4,2,0.5,2,4,field_of_view,0,0,0,0,1,3,0,0,0,0,0
000011,1,3,11-2.JPG,11-4.JPG,0,3,3,3,1.0,3,3,detail_visibility,0,1,1,0,1,0,0,0,0,0,0
000011,2,0,11-3.JPG,11-1.JPG,2,2,4,2,0.5,0,4,detail_visibility,1,2,0,0,1,0,0,0,0,0,0
000011,2,1,11-3.JPG,11-2.JPG,1,0,1,1,1.0,2,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000011,2,3,11-3.JPG,11-4.JPG,0,3,3,3,1.0,3,3,field_of_view,1,0,0,0,0,2,0,0,0,0,0
000011,3,0,11-4.JPG,11-1.JPG,2,1,3,2,0.6666666666666666,3,3,composition,1,0,0,0,1,0,0,0,1,0,0
000011,3,1,11-4.JPG,11-2.JPG,2,0,2,2,1.0,3,2,composition,1,0,0,0,0,1,0,0,0,0,0
000011,3,2,11-4.JPG,11-3.JPG,1,1,2,1,0.5,2,2,other,0,0,0,0,0,0,0,0,2,0,0
000012,0,1,12-1.JPG,12-2.JPG,1,3,4,3,0.75,1,4,composition,2,1,0,0,1,0,0,0,0,0,0
000012,1,0,12-2.JPG,12-1.JPG,7,0,7,7,1.0,1,7,field_of_view,0,0,0,0,0,3,1,0,3,0,0
000013,0,1,13-1.JPG,13-2.JPG,2,3,5,3,0.6,1,5,subject_interest,0,0,0,1,0,1,0,0,1,0,2
000013,1,0,13-2.JPG,13-1.JPG,4,0,4,4,1.0,1,4,detail_visibility,0,2,1,0,0,1,0,0,0,0,0
000014,0,1,14-1.JPG,14-2.JPG,0,3,3,3,1.0,1,3,exposure_quality,1,0,0,0,2,0,0,0,0,0,0
000014,1,0,14-2.JPG,14-1.JPG,5,1,6,5,0.8333333333333334,1,6,other,1,1,0,0,0,1,0,0,3,0,0
000015,0,1,15-1.JPG,15-2.JPG,2,4,6,4,0.6666666666666666,1,6,other,0,0,0,0,0,1,0,0,4,0,1
000015,0,2,15-1.JPG,15-3.JPG,0,4,4,4,1.0,2,4,field_of_view,0,0,0,0,0,2,0,0,2,0,0
000015,1,0,15-2.JPG,15-1.JPG,3,0,3,3,1.0,1,3,detail_visibility,0,1,0,0,0,1,0,0,1,0,0
000015,1,2,15-2.JPG,15-3.JPG,8,0,8,8,1.0,1,8,exposure_quality,1,0,0,0,6,0,0,0,1,0,0
000015,2,0,15-3.JPG,15-1.JPG,1,2,3,2,0.6666666666666666,0,3,field_of_view,0,0,0,0,1,2,0,0,0,0,0
000015,2,1,15-3.JPG,15-2.JPG,0,2,2,2,1.0,1,2,detail_visibility,0,1,0,0,1,0,0,0,0,0,0
000018,0,1,18-1.JPG,18-2.JPG,3,1,4,3,0.75,0,4,detail_visibility,0,2,1,0,0,1,0,0,0,0,0
000018,0,3,18-1.JPG,18-4.JPG,2,2,4,2,0.5,3,4,detail_visibility,0,2,1,0,0,1,0,0,0,0,0
000018,1,0,18-2.JPG,18-1.JPG,0,2,2,2,1.0,0,2,field_of_view,0,0,0,0,0,2,0,0,0,0,0
000018,1,2,18-2.JPG,18-3.JPG,1,3,4,3,0.75,2,4,dynamic_range,0,0,0,2,0,0,0,0,2,0,0
000018,1,3,18-2.JPG,18-4.JPG,1,0,1,1,1.0,1,1,composition,1,0,0,0,0,0,0,0,0,0,0
000018,2,0,18-3.JPG,18-1.JPG,3,5,8,5,0.625,0,8,distance_appropriateness,0,1,2,0,1,1,0,0,0,2,1
000018,2,1,18-3.JPG,18-2.JPG,1,0,1,1,1.0,2,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000018,2,3,18-3.JPG,18-4.JPG,3,1,4,3,0.75,2,4,distance_appropriateness,0,0,2,0,0,2,0,0,0,0,0
000018,3,0,18-4.JPG,18-1.JPG,2,0,2,2,1.0,3,2,distance_appropriateness,0,0,1,0,0,0,0,0,0,1,0
000018,3,1,18-4.JPG,18-2.JPG,3,1,4,3,0.75,3,4,field_of_view,0,0,1,0,0,3,0,0,0,0,0
000018,3,2,18-4.JPG,18-3.JPG,0,2,2,2,1.0,2,2,composition,1,0,1,0,0,0,0,0,0,0,0
000019,0,1,19-1.JPG,19-2.JPG,2,2,4,2,0.5,1,4,other,0,0,0,0,0,1,0,0,2,0,1
000019,1,0,19-2.JPG,19-1.JPG,2,4,6,4,0.6666666666666666,0,6,field_of_view,0,0,0,1,0,2,0,0,2,0,1
000020,0,1,20-1.JPG,20-2.JPG,2,3,5,3,0.6,1,5,field_of_view,0,0,1,0,1,2,0,0,1,0,0
000020,1,0,20-2.JPG,20-1.JPG,3,3,6,3,0.5,0,6,exposure_quality,1,1,0,0,3,1,0,0,0,0,0
000022,0,1,22-1.JPG,22-2.JPG,5,0,5,5,1.0,0,5,composition,2,1,0,0,0,1,0,0,1,0,0
000022,0,2,22-1.JPG,22-3.JPG,3,0,3,3,1.0,0,3,exposure_quality,0,0,0,0,3,0,0,0,0,0,0
000022,0,3,22-1.JPG,22-4.JPG,3,2,5,3,0.6,0,5,other,0,1,0,0,1,1,0,0,2,0,0
000022,1,0,22-2.JPG,22-1.JPG,3,1,4,3,0.75,1,4,field_of_view,0,1,0,0,0,2,0,0,1,0,0
000022,1,2,22-2.JPG,22-3.JPG,3,0,3,3,1.0,1,3,exposure_quality,0,0,0,0,2,0,1,0,0,0,0
000022,1,3,22-2.JPG,22-4.JPG,2,2,4,2,0.5,3,4,field_of_view,0,0,0,0,1,3,0,0,0,0,0
000022,2,0,22-3.JPG,22-1.JPG,0,1,1,1,1.0,0,1,exposure_quality,0,0,0,0,1,0,0,0,0,0,0
000022,2,1,22-3.JPG,22-2.JPG,0,1,1,1,1.0,1,1,exposure_quality,0,0,0,0,1,0,0,0,0,0,0
000022,2,3,22-3.JPG,22-4.JPG,1,0,1,1,1.0,2,1,other,0,0,0,0,0,0,0,0,1,0,0
000022,3,0,22-4.JPG,22-1.JPG,0,1,1,1,1.0,0,1,exposure_quality,0,0,0,0,1,0,0,0,0,0,0
000022,3,1,22-4.JPG,22-2.JPG,0,2,2,2,1.0,1,2,exposure_quality,0,0,0,0,2,0,0,0,0,0,0
000022,3,2,22-4.JPG,22-3.JPG,1,3,4,3,0.75,2,4,field_of_view,0,0,0,0,1,2,0,0,1,0,0
000023,0,1,23-1.JPG,23-2.JPG,2,2,4,2,0.5,1,4,detail_visibility,0,1,0,0,1,1,0,0,0,0,1
000023,0,2,23-1.JPG,23-3.JPG,3,1,4,3,0.75,0,4,field_of_view,0,0,1,0,0,2,0,0,0,0,1
000023,1,0,23-2.JPG,23-1.JPG,1,2,3,2,0.6666666666666666,0,3,other,0,0,0,0,0,1,0,0,2,0,0
000023,1,2,23-2.JPG,23-3.JPG,0,2,2,2,1.0,2,2,subject_interest,0,0,0,0,0,0,0,0,0,0,2
000023,2,0,23-3.JPG,23-1.JPG,4,2,6,4,0.6666666666666666,2,6,field_of_view,0,0,0,0,0,5,0,0,1,0,0
000023,2,1,23-3.JPG,23-2.JPG,5,0,5,5,1.0,2,5,other,0,0,0,0,2,0,0,0,3,0,0
000024,0,1,24-1.JPG,24-2.JPG,1,3,4,3,0.75,1,4,composition,1,1,0,0,0,0,0,0,1,0,1
000024,0,2,24-1.JPG,24-3.JPG,0,1,1,1,1.0,2,1,field_of_view,0,0,0,0,0,1,0,0,0,0,0
000024,1,0,24-2.JPG,24-1.JPG,5,0,5,5,1.0,1,5,other,0,1,0,0,0,1,0,0,2,0,1
000024,1,2,24-2.JPG,24-3.JPG,3,1,4,3,0.75,1,4,other,0,0,1,0,0,0,1,0,2,0,0
000024,2,0,24-3.JPG,24-1.JPG,5,0,5,5,1.0,2,5,field_of_view,0,0,0,0,0,3,0,0,0,0,2
000024,2,1,24-3.JPG,24-2.JPG,5,1,6,5,0.8333333333333334,2,6,field_of_view,0,1,1,0,1,2,0,0,0,0,1
000025,0,1,25-1.JPG,25-2.JPG,3,6,9,6,0.6666666666666666,1,9,sharpness,0,2,1,0,0,1,0,0,1,4,0
000025,1,0,25-2.JPG,25-1.JPG,2,1,3,2,0.6666666666666666,1,3,field_of_view,0,0,0,0,0,2,0,0,0,1,0
000026,0,1,26-1.JPG,26-2.JPG,5,3,8,5,0.625,0,8,field_of_view,0,0,0,0,0,5,0,0,3,0,0
000026,1,0,26-2.JPG,26-1.JPG,1,2,3,2,0.6666666666666666,0,3,composition,1,0,0,0,0,1,0,0,0,0,1
000028,0,1,28-1.JPG,28-2.JPG,0,6,6,6,1.0,1,6,exposure_quality,0,0,0,0,4,0,1,0,0,1,0
000028,1,0,28-2.JPG,28-1.JPG,6,0,6,6,1.0,1,6,exposure_quality,0,0,0,0,3,0,0,0,2,1,0
000029,0,1,29-1.JPG,29-2.JPG,1,1,2,1,0.5,1,2,composition,1,0,0,0,1,0,0,0,0,0,0
000029,0,2,29-1.JPG,29-3.JPG,1,3,4,3,0.75,2,4,field_of_view,0,0,1,0,0,2,0,0,1,0,0
000029,1,0,29-2.JPG,29-1.JPG,5,0,5,5,1.0,1,5,distance_appropriateness,0,0,2,0,1,0,0,1,1,0,0
000029,1,2,29-2.JPG,29-3.JPG,3,2,5,3,0.6,1,5,composition,1,0,0,0,1,1,0,0,1,1,0
000029,2,0,29-3.JPG,29-1.JPG,3,0,3,3,1.0,2,3,distance_appropriateness,0,0,1,0,1,1,0,0,0,0,0
000029,2,1,29-3.JPG,29-2.JPG,3,2,5,3,0.6,2,5,field_of_view,0,0,0,0,1,2,0,0,2,0,0
000030,0,1,30-1.JPG,30-2.JPG,4,0,4,4,1.0,0,4,distance_appropriateness,0,0,2,0,0,0,0,0,1,1,0
000030,0,2,30-1.JPG,30-3.JPG,3,2,5,3,0.6,0,5,field_of_view,1,1,0,0,0,3,0,0,0,0,0
000030,1,0,30-2.JPG,30-1.JPG,0,3,3,3,1.0,0,3,field_of_view,0,0,0,0,1,2,0,0,0,0,0
