face_id,image_path,face_index,bbox_x,bbox_y,bbox_w,bbox_h,assignment_method,assignment_confidence
19,D:\Budapest2025_Google\20250822_123303.jpg,0,0.39082125603864737,0.1083477508650519,0.20144927536231885,0.1384083044982699,core,1.0
20,D:\Budapest2025_Google\20250822_123306.jpg,0,0.3207729468599034,-0.0032439446366782005,0.178743961352657,0.1448961937716263,core,1.0
21,D:\Budapest2025_Google\20250822_123313.jpg,0,0.47632850241545893,0.16500865051903113,0.1782608695652174,0.12716262975778547,core,1.0
22,D:\Budapest2025_Google\20250822_123528.jpg,0,0.748792270531401,0.21345155709342561,0.21884057971014492,0.14100346020761245,core,1.0
23,D:\Budapest2025_Google\20250822_123539.jpg,0,0.45217391304347826,0.1185121107266436,0.24830917874396136,0.15635813148788927,core,1.0
24,D:\Budapest2025_Google\20250822_123328.jpg,0,0.6251207729468599,0.1375432525951557,0.17632850241545894,0.11332179930795848,core,1.0
25,D:\Budapest2025_Google\20250822_123341.jpg,0,0.5057971014492754,0.10164359861591696,0.19082125603864733,0.10250865051903114,core,1.0
26,D:\Budapest2025_Google\20250822_123347.jpg,0,0.6285024154589371,0.040008650519031144,0.20772946859903382,0.11937716262975778,core,1.0
27,D:\Budapest2025_Google\20250822_123443.jpg,0,0.6028985507246377,0.19982698961937717,0.2135265700483092,0.09450692041522492,core,1.0
28,D:\Budapest2025_Google\20250822_123448.jpg,0,0.45169082125603865,0.09883217993079585,0.22560386473429953,0.10402249134948097,core,1.0
29,D:\Budapest2025_Google\20250822_123354.jpg,0,0.30772946859903383,-0.01773356401384083,0.21014492753623187,0.10185986159169551,core,1.0
30,D:\Budapest2025_Google\20250822_123400.jpg,0,0.48985507246376814,-0.01124567474048443,0.16376811594202897,0.09991349480968859,core,1.0
31,D:\Budapest2025_Google\20250822_194950.jpg,5,0.36764705882352944,0.5326557093425606,0.0983275663206459,0.09450692041522492,core,1.0
32,D:\Budapest2025_Google\20250822_194950.jpg,6,0.33304498269896193,0.07136678200692041,0.1254325259515571,0.1355968858131488,core,1.0
33,D:\Budapest2025_Google\20250822_194950.jpg,12,0.7001153402537486,0.808174740484429,0.10380622837370242,0.07461072664359862,core,1.0
34,D:\Budapest2025_Google\20250822_194955.jpg,10,0.5420991926182238,0.657439446366782,0.13437139561707034,0.08109861591695501,core,1.0
35,D:\Budapest2025_Google\20250822_195016.jpg,7,0.31228373702422146,0.11461937716262975,0.15542099192618225,0.12153979238754326,core,1.0
36,D:\Budapest2025_Google\20250822_195018.jpg,12,0.09429065743944637,0.5702854671280276,0.1637831603229527,0.11310553633217993,core,1.0
37,D:\Budapest2025_Google\20250822_195018.jpg,15,0.29209919261822376,0.6516003460207612,0.12226066897347174,0.09191176470588236,core,1.0
38,D:\Budapest2025_Google\20250822_195021.jpg,11,0.31805074971164937,0.6042387543252595,0.13667820069204153,0.10358996539792388,core,1.0
39,D:\Budapest2025_Google\20250822_195021.jpg,19,-0.054498269896193774,0.5795847750865052,0.13206459054209918,0.1217560553633218,core,1.0
40,D:\Budapest2025_Google\20250822_195021.jpg,21,-0.05478662053056517,0.11051038062283737,0.1254325259515571,0.127378892733564,core,1.0
41,D:\Budapest2025_Google\20250822_195121.jpg,14,-0.05738177623990773,0.14662629757785467,0.131199538638985,0.12716262975778547,core,1.0
42,D:\Budapest2025_Google\20250822_123430.jpg,1,0.3690821256038647,0.32763840830449825,0.10193236714975845,0.052768166089965395,core,1.0
43,D:\Budapest2025_Google\20250822_123916.jpg,2,0.582774798927614,0.33468559837728196,0.028150134048257374,0.0654158215010142,core,1.0
44,D:\Budapest2025_Google\20250822_193345.jpg,1,0.6554209919261822,0.35121107266435986,0.05738177623990773,0.06466262975778547,core,1.0
45,D:\Budapest2025_Google\20250822_193353.jpg,2,0.761461937716263,0.36418685121107264,0.04238754325259515,0.08333333333333333,core,1.0
46,D:\Budapest2025_Google\20250822_193353.jpg,4,0.05795847750865052,0.41753171856978083,0.04173875432525952,0.08016147635524798,core,1.0
47,D:\Budapest2025_Google\20250822_193356.jpg,1,0.7874134948096886,0.3814878892733564,0.04671280276816609,0.08246828143021914,core,1.0
48,D:\Budapest2025_Google\20250822_193356.jpg,3,0.08391003460207612,0.41724336793540945,0.04022491349480969,0.078719723183391,core,1.0
49,D:\Budapest2025_Google\20250822_193357.jpg,1,0.8068771626297578,0.3990772779700115,0.04822664359861592,0.08621683967704728,core,1.0
50,D:\Budapest2025_Google\20250822_193404.jpg,1,0.851643598615917,0.39302191464821223,0.04519896193771626,0.07468281430219147,core,1.0
51,D:\Budapest2025_Google\20250822_193451.jpg,0,0.28027681660899656,0.41147635524798154,0.04476643598615917,0.08564013840830449,core,1.0
52,D:\Budapest2025_Google\20250822_193458.jpg,0,0.06682525951557093,0.4362745098039216,0.0625,0.09371395617070358,core,1.0
53,D:\Budapest2025_Google\20250822_194159.jpg,0,0.4555940023068051,0.28957612456747406,0.052479815455594,0.05406574394463668,core,1.0
54,D:\Budapest2025_Google\20250822_194201.jpg,0,0.4671280276816609,0.2783304498269896,0.05103806228373702,0.05363321799307959,core,1.0
55,D:\Budapest2025_Google\20250822_194547.jpg,2,0.7424307958477508,0.2546136101499423,0.05125432525951557,0.10640138408304499,core,1.0
56,D:\Budapest2025_Google\20250822_194547.jpg,3,0.2852508650519031,0.23615916955017302,0.054282006920415224,0.10755478662053057,core,1.0
57,D:\Budapest2025_Google\20250822_194551.jpg,1,0.6987456747404844,0.49855824682814304,0.125,0.24826989619377163,core,1.0
58,D:\Budapest2025_Google\20250822_194950.jpg,3,0.9111880046136102,0.09623702422145329,0.08419838523644751,0.1083477508650519,core,1.0
59,D:\Budapest2025_Google\20250822_195121.jpg,0,0.5034602076124568,0.3778114186851211,0.10265282583621683,0.11267301038062284,core,1.0
60,D:\Budapest2025_Google\20250822_195121.jpg,1,0.5167243367935409,0.8185553633217993,0.11072664359861592,0.12391868512110726,core,1.0
61,D:\Budapest2025_Google\20250822_195121.jpg,2,0.010380622837370242,0.6005622837370242,0.08823529411764706,0.1115916955017301,core,1.0
62,D:\Budapest2025_Google\20250822_195121.jpg,5,0.0530565167243368,0.0990484429065744,0.1502306805074971,0.10077854671280277,core,1.0
63,D:\Budapest2025_Google\20250822_195121.jpg,6,0.3506343713956171,0.3306660899653979,0.12687427912341406,0.09385813148788927,core,1.0
64,D:\Budapest2025_Google\20250822_195121.jpg,7,0.10351787773933102,0.5646626297577855,0.13408304498269896,0.08217993079584775,core,1.0
65,D:\Budapest2025_Google\20250822_195121.jpg,8,0.6118800461361015,0.3315311418685121,0.14734717416378315,0.09191176470588236,core,1.0
66,D:\Budapest2025_Google\20250822_195121.jpg,11,0.35409457900807384,0.7666522491349481,0.13350634371395617,0.09407439446366782,core,1.0
67,D:\Budapest2025_Google\20250822_195124.jpg,0,0.4930795847750865,0.3648356401384083,0.10265282583621683,0.11570069204152249,core,1.0
68,D:\Budapest2025_Google\20250822_195124.jpg,1,0.48904267589388695,0.8025519031141869,0.1179354094579008,0.127378892733564,core,1.0
69,D:\Budapest2025_Google\20250822_195124.jpg,3,0.05190311418685121,0.07525951557093426,0.15715109573241062,0.10596885813148789,core,1.0
70,D:\Budapest2025_Google\20250822_195124.jpg,4,-0.01384083044982699,0.5815311418685121,0.09919261822376009,0.11180795847750866,core,1.0
71,D:\Budapest2025_Google\20250822_195124.jpg,5,0.3408304498269896,0.7512975778546713,0.14215686274509803,0.09926470588235294,core,1.0
72,D:\Budapest2025_Google\20250822_195124.jpg,7,0.6193771626297578,0.32201557093425603,0.13610149942329874,0.0888840830449827,core,1.0
73,D:\Budapest2025_Google\20250822_195124.jpg,8,0.3509227220299885,0.32461072664359863,0.12312572087658592,0.09104671280276816,core,1.0
74,D:\Budapest2025_Google\20250822_195124.jpg,9,0.08737024221453288,0.5495242214532872,0.1389850057670127,0.07763840830449827,core,1.0
75,D:\Budapest2025_Google\20250822_195738.jpg,0,0.6282439446366782,0.07698961937716263,0.042820069204152246,0.08564013840830449,core,1.0
76,D:\Budapest2025_Google\20250822_195740.jpg,0,0.6533304498269896,0.09111880046136102,0.04325259515570934,0.08794694348327567,core,1.0
77,D:\Budapest2025_Google\20250824_152144.jpg,0,0.3898550724637681,0.3083910034602076,0.1927536231884058,0.12218858131487889,core,1.0
78,D:\Budapest2025_Google\20250824_152151.jpg,0,0.4251207729468599,0.26967993079584773,0.20434782608695654,0.14230103806228372,core,1.0
79,D:\Budapest2025_Google\20250822_192248.jpg,0,0.6193771626297578,0.2670847750865052,0.10928489042675894,0.11872837370242215,core,1.0
80,D:\Budapest2025_Google\20250822_192327.jpg,0,0.6658016147635525,0.659818339100346,0.08016147635524798,0.08001730103806229,core,1.0
81,D:\Budapest2025_Google\20250822_192328.jpg,0,0.649365628604383,0.6738754325259516,0.08102652825836217,0.07850346020761245,core,1.0
82,D:\Budapest2025_Google\20250822_194044.jpg,0,0.16371107266435986,0.17128027681660898,0.05363321799307959,0.09457900807381776,core,1.0
83,D:\Budapest2025_Google\20250822_194859.jpg,0,0.5201845444059977,0.676038062283737,0.11591695501730104,0.13127162629757785,core,1.0
84,D:\Budapest2025_Google\20250822_194903.jpg,0,0.4777970011534025,0.6615484429065744,0.1058246828143022,0.12045847750865052,core,1.0
85,D:\Budapest2025_Google\20250822_194923.jpg,0,0.42993079584775085,0.6301903114186851,0.12341407151095732,0.12954152249134948,core,1.0
86,D:\Budapest2025_Google\20250822_194926.jpg,0,0.43685121107266434,0.6459775086505191,0.12658592848904268,0.1351643598615917,core,1.0
87,D:\Budapest2025_Google\20250822_195457.jpg,0,0.7586505190311419,0.10813148788927336,0.05709342560553633,0.10813148788927336,core,1.0
88,D:\Budapest2025_Google\20250822_195500.jpg,0,0.7571366782006921,0.10092272202998846,0.056012110726643596,0.10409457900807381,core,1.0
89,D:\Budapest2025_Google\20250822_195758.jpg,0,0.71280276816609,0.2972895040369089,0.038494809688581315,0.06805074971164937,core,1.0
90,D:\Budapest2025_Google\20250822_195800.jpg,0,0.7067474048442907,0.3209342560553633,0.038494809688581315,0.06718569780853517,core,1.0
91,D:\Budapest2025_Google\20250822_192259.jpg,0,0.3042099192618224,0.47707612456747406,0.06747404844290658,0.06639273356401384,core,1.0
92,D:\Budapest2025_Google\20250822_192327.jpg,1,0.5086505190311419,0.5521193771626297,0.08189158016147635,0.08434256055363322,core,1.0
93,D:\Budapest2025_Google\20250822_192328.jpg,1,0.49019607843137253,0.5670415224913494,0.08391003460207612,0.08391003460207612,core,1.0
94,D:\Budapest2025_Google\20250822_195246.jpg,0,0.45098039215686275,0.5471453287197232,0.1118800461361015,0.11591695501730104,core,1.0
95,D:\Budapest2025_Google\20250822_192528.jpg,0,0.36418685121107264,0.2000432525951557,0.14273356401384082,0.092560553633218,core,1.0
96,D:\Budapest2025_Google\20250822_194451.jpg,0,0.43944636678200694,0.4666955017301038,0.14677047289504036,0.10164359861591696,core,1.0
97,D:\Budapest2025_Google\20250822_192530.jpg,0,0.37860438292964244,0.19117647058823528,0.13985005767012687,0.092560553633218,core,0.6070787641737196
98,D:\Budapest2025_Google\20250822_193345.jpg,0,0.12254901960784313,0.4545847750865052,0.08794694348327567,0.0823961937716263,core,1.0
99,D:\Budapest2025_Google\20250822_193353.jpg,0,0.5361159169550173,0.5170126874279123,0.05709342560553633,0.09659746251441753,core,1.0
100,D:\Budapest2025_Google\20250822_193356.jpg,2,0.5601211072664359,0.5297001153402537,0.056228373702422146,0.09717416378316032,core,1.0
101,D:\Budapest2025_Google\20250822_193357.jpg,2,0.5590397923875432,0.5464244521337946,0.05709342560553633,0.09284890426758939,core,1.0
102,D:\Budapest2025_Google\20250822_193404.jpg,0,0.3185553633217993,0.5493079584775087,0.07785467128027682,0.13985005767012687,core,1.0
103,D:\Budapest2025_Google\20250822_194444.jpg,0,0.6418685121107266,0.41371107266435986,0.1444636678200692,0.10726643598615918,core,1.0
104,D:\Budapest2025_Google\20250822_194644.jpg,0,0.530060553633218,0.3382352941176471,0.04930795847750865,0.08737024221453288,core,1.0
105,D:\Budapest2025_Google\20250822_194644.jpg,1,0.11570069204152249,0.3295847750865052,0.05795847750865052,0.09083044982698962,core,1.0
106,D:\Budapest2025_Google\20250822_194648.jpg,0,0.557742214532872,0.37831603229527105,0.05103806228373702,0.092560553633218,core,1.0
107,D:\Budapest2025_Google\20250822_194648.jpg,1,0.05211937716262976,0.35813148788927335,0.06336505190311419,0.10380622837370242,core,1.0
108,D:\Budapest2025_Google\20250822_194651.jpg,0,0.11288927335640138,0.22837370242214533,0.056228373702422146,0.09486735870818916,core,1.0
109,D:\Budapest2025_Google\20250822_194653.jpg,0,0.48637543252595156,0.29700115340253747,0.051470588235294115,0.09140715109573241,core,1.0
110,D:\Budapest2025_Google\20250822_194653.jpg,1,0.01838235294117647,0.27566320645905423,0.06120242214532872,0.10149942329873125,core,1.0
111,D:\Budapest2025_Google\20250822_194713.jpg,0,0.8698096885813149,0.39792387543252594,0.06444636678200692,0.10178777393310265,core,1.0
112,D:\Budapest2025_Google\20250822_194713.jpg,1,0.41782006920415227,0.393598615916955,0.053200692041522495,0.09486735870818916,core,1.0
113,D:\Budapest2025_Google\20250822_192441.jpg,1,0.25951557093425603,0.12975778546712802,0.11303344867358708,0.12954152249134948,core,0.2870375845167372
114,D:\Budapest2025_Google\20250822_193353.jpg,1,0.07417820069204152,0.30565167243367936,0.03892733564013841,0.0654555940023068,core,1.0
115,D:\Budapest2025_Google\20250822_193356.jpg,0,0.09645328719723184,0.30680507497116494,0.03676470588235294,0.06257208765859285,core,1.0
116,D:\Budapest2025_Google\20250822_193357.jpg,0,0.10402249134948097,0.3145905420991926,0.03546712802768166,0.06084198385236447,core,1.0
117,D:\Budapest2025_Google\20250822_193404.jpg,2,0.09191176470588236,0.28143021914648214,0.03784602076124567,0.06170703575547866,core,1.0
118,D:\Budapest2025_Google\20250822_194950.jpg,0,0.35986159169550175,0.3027681660899654,0.09284890426758939,0.10164359861591696,core,1.0
119,D:\Budapest2025_Google\20250822_194950.jpg,1,0.2577854671280277,0.2694636678200692,0.10813148788927336,0.09385813148788927,core,1.0
120,D:\Budapest2025_Google\20250822_194950.jpg,2,0.3817762399077278,0.7307525951557093,0.10236447520184544,0.10964532871972318,core,1.0
121,D:\Budapest2025_Google\20250822_194950.jpg,7,0.2765282583621684,0.6950692041522492,0.11707035755478662,0.09147923875432526,core,1.0
122,D:\Budapest2025_Google\20250822_194950.jpg,9,0.8621683967704729,0.05990484429065744,0.0919838523644752,0.10942906574394463,core,1.0
123,D:\Budapest2025_Google\20250822_194950.jpg,10,0.7727797001153403,0.47015570934256057,0.10092272202998846,0.08974913494809689,core,1.0
124,D:\Budapest2025_Google\20250822_194952.jpg,0,0.3748558246828143,0.34969723183391005,0.09948096885813149,0.10185986159169551,core,1.0
125,D:\Budapest2025_Google\20250822_194952.jpg,2,0.22895040369088812,0.7305363321799307,0.12918108419838523,0.10034602076124567,core,1.0
126,D:\Budapest2025_Google\20250822_194952.jpg,3,0.2177047289504037,0.296280276816609,0.1254325259515571,0.094939446366782,core,1.0
127,D:\Budapest2025_Google\20250822_194952.jpg,5,0.8728373702422145,0.5705017301038062,0.09486735870818916,0.10142733564013841,core,1.0
128,D:\Budapest2025_Google\20250822_194952.jpg,6,0.5161476355247981,0.2906574394463668,0.13408304498269896,0.07698961937716263,core,1.0
129,D:\Budapest2025_Google\20250822_194952.jpg,7,0.24077277970011535,0.5964532871972318,0.12139561707035755,0.0888840830449827,core,1.0
130,D:\Budapest2025_Google\20250822_194952.jpg,8,0.19636678200692043,0.14597750865051903,0.14878892733564014,0.11137543252595156,core,1.0
131,D:\Budapest2025_Google\20250822_194952.jpg,13,0.526239907727797,0.7244809688581315,0.14994232987312572,0.08347750865051903,core,1.0
132,D:\Budapest2025_Google\20250822_194952.jpg,4,0.7520184544405998,0.5075692041522492,0.1052479815455594,0.09104671280276816,core,0.1881418228149414
133,D:\Budapest2025_Google\20250822_194952.jpg,16,0.33852364475201846,0.05687716262975778,0.1381199538638985,0.14143598615916955,core,1.0
134,D:\Budapest2025_Google\20250822_195021.jpg,1,0.4962514417531719,0.5287629757785467,0.10668973471741638,0.11548442906574395,core,1.0
135,D:\Budapest2025_Google\20250822_195052.jpg,2,0.3267012687427912,0.594939446366782,0.09717416378316032,0.10250865051903114,core,1.0
136,D:\Budapest2025_Google\20250822_195052.jpg,16,0.34429065743944637,0.11332179930795848,0.12831603229527105,0.12910899653979238,core,1.0
137,D:\Budapest2025_Google\20250822_194955.jpg,1,0.20069204152249134,0.36267301038062283,0.1317762399077278,0.08823529411764706,core,1.0
138,D:\Budapest2025_Google\20250822_194955.jpg,2,0.1831026528258362,0.1749567474048443,0.14561707035755478,0.09126297577854671,core,1.0
139,D:\Budapest2025_Google\20250822_194955.jpg,3,0.5594002306805075,0.7718425605536332,0.13321799307958476,0.09169550173010381,core,1.0
140,D:\Budapest2025_Google\20250822_194955.jpg,4,0.2093425605536332,0.8122837370242214,0.13062283737024222,0.08650519031141868,core,1.0
141,D:\Budapest2025_Google\20250822_194955.jpg,12,0.5596885813148789,0.3304498269896194,0.11072664359861592,0.07504325259515571,core,1.0
142,D:\Budapest2025_Google\20250822_194955.jpg,7,0.7476931949250288,0.5847750865051903,0.10553633217993079,0.08304498269896193,core,0.17953305774264872
143,D:\Budapest2025_Google\20250822_195016.jpg,0,0.4864475201845444,0.3570501730103806,0.1052479815455594,0.11267301038062284,core,1.0
144,D:\Budapest2025_Google\20250822_195016.jpg,1,0.6554209919261822,0.2828719723183391,0.15369088811995385,0.10596885813148789,core,1.0
145,D:\Budapest2025_Google\20250822_195016.jpg,2,0.6369665513264129,0.7348615916955017,0.14129181084198386,0.09147923875432526,core,1.0
146,D:\Budapest2025_Google\20250822_195016.jpg,3,0.3079584775086505,0.29282006920415227,0.158881199538639,0.09753460207612456,core,1.0
147,D:\Budapest2025_Google\20250822_195016.jpg,4,0.29815455594002305,0.7391868512110726,0.1513840830449827,0.0953719723183391,core,1.0
148,D:\Budapest2025_Google\20250822_195016.jpg,5,0.6649365628604383,0.1518166089965398,0.15426758938869667,0.10423875432525952,core,1.0
149,D:\Budapest2025_Google\20250822_195018.jpg,0,0.6418685121107266,0.36505190311418684,0.1384083044982699,0.09126297577854671,core,1.0
150,D:\Budapest2025_Google\20250822_195018.jpg,3,0.27941176470588236,0.3222318339100346,0.14994232987312572,0.08953287197231834,core,1.0
151,D:\Budapest2025_Google\20250822_195018.jpg,14,0.27364475201845445,0.7599480968858131,0.13062283737024222,0.08996539792387544,core,0.16201962365044487
152,D:\Budapest2025_Google\20250822_195018.jpg,7,-0.03892733564013841,0.6122404844290658,0.12341407151095732,0.11721453287197232,core,1.0
153,D:\Budapest2025_Google\20250822_195018.jpg,11,0.4777970011534025,0.8589965397923875,0.1179354094579008,0.10358996539792388,core,1.0
154,D:\Budapest2025_Google\20250822_195021.jpg,2,0.6678200692041523,0.3055795847750865,0.1459054209919262,0.0953719723183391,core,1.0
155,D:\Budapest2025_Google\20250822_195021.jpg,3,0.31632064590542097,0.13948961937716264,0.15340253748558247,0.10596885813148789,core,1.0
156,D:\Budapest2025_Google\20250822_195021.jpg,4,0.6655132641291811,0.15289792387543252,0.1632064590542099,0.10185986159169551,core,1.0
157,D:\Budapest2025_Google\20250822_195021.jpg,5,0.6358131487889274,0.6150519031141869,0.14792387543252594,0.08931660899653979,core,1.0
158,D:\Budapest2025_Google\20250822_195021.jpg,7,0.2961361014994233,0.7495674740484429,0.15426758938869667,0.09018166089965397,core,1.0
159,D:\Budapest2025_Google\20250822_195021.jpg,10,0.6427335640138409,0.7647058823529411,0.14417531718569782,0.08326124567474048,core,1.0
160,D:\Budapest2025_Google\20250822_195021.jpg,12,0.10668973471741638,0.382136678200692,0.1384083044982699,0.0852076124567474,core,1.0
161,D:\Budapest2025_Google\20250822_195021.jpg,13,0.09169550173010381,0.03092560553633218,0.16983852364475202,0.111159169550173,core,1.0
162,D:\Budapest2025_Google\20250822_195021.jpg,14,0.31430219146482125,0.2958477508650519,0.14850057670126873,0.09472318339100345,core,1.0
163,D:\Budapest2025_Google\20250822_195021.jpg,15,0.8512110726643599,0.5400086505190311,0.1389850057670127,0.0921280276816609,core,1.0
164,D:\Budapest2025_Google\20250822_195021.jpg,0,0.5063437139561707,0.3687283737024221,0.104959630911188,0.12089100346020762,core,0.327940411037869
165,D:\Budapest2025_Google\20250822_195021.jpg,16,0.11447520184544406,0.5179498269896193,0.13523644752018454,0.08455882352941177,core,0.3122210767534044
166,D:\Budapest2025_Google\20250822_195021.jpg,8,0.5074971164936563,0.03438581314878893,0.13581314878892733,0.15441176470588236,core,1.0
167,D:\Budapest2025_Google\20250822_195021.jpg,17,0.06084198385236447,0.8226643598615917,0.18742791234140715,0.10337370242214533,core,1.0
168,D:\Budapest2025_Google\20250822_195052.jpg,0,0.3382352941176471,0.43555363321799306,0.10178777393310265,0.10099480968858132,core,1.0
169,D:\Budapest2025_Google\20250822_195052.jpg,1,0.5132641291810842,0.3672145328719723,0.12283737024221453,0.09126297577854671,core,1.0
170,D:\Budapest2025_Google\20250822_195052.jpg,3,0.47635524798154555,0.8334775086505191,0.12745098039215685,0.08044982698961937,core,1.0
171,D:\Budapest2025_Google\20250822_195052.jpg,4,0.7292387543252595,0.12910899653979238,0.14359861591695502,0.09407439446366782,core,1.0
172,D:\Budapest2025_Google\20250822_195052.jpg,6,0.1395617070357555,0.3475346020761246,0.14302191464821223,0.09320934256055363,core,1.0
173,D:\Budapest2025_Google\20250822_195052.jpg,7,0.8408304498269896,0.701773356401384,0.10553633217993079,0.09299307958477508,core,1.0
174,D:\Budapest2025_Google\20250822_195052.jpg,8,0.47808535178777395,0.6777681660899654,0.13667820069204153,0.09018166089965397,core,1.0
175,D:\Budapest2025_Google\20250822_195052.jpg,11,0.6732987312572087,0.6120242214532872,0.13292964244521338,0.08044982698961937,core,1.0
176,D:\Budapest2025_Google\20250822_195052.jpg,12,0.14705882352941177,0.18966262975778547,0.14359861591695502,0.09364186851211073,core,1.0
177,D:\Budapest2025_Google\20250822_195052.jpg,13,0.10755478662053057,0.8291522491349481,0.14215686274509803,0.07482698961937716,core,1.0
178,D:\Budapest2025_Google\20250822_195052.jpg,5,0.12773933102652826,0.6591695501730104,0.1309111880046136,0.10705017301038063,core,0.30288659201727974
179,D:\Budapest2025_Google\20250824_154452.jpg,0,0.3263333333333333,0.41725,0.07266666666666667,0.06575,core,1.0
180,D:\Budapest2025_Google\20250824_154604.jpg,0,0.334,0.413,0.1,0.09925,core,1.0
181,D:\Budapest2025_Google\20250824_154448.jpg,0,0.3616666666666667,0.42125,0.06733333333333333,0.063,core,0.5679040749867758
182,D:\Budapest2025_Google\20250824_154601.jpg,0,0.341,0.4145,0.09533333333333334,0.09525,core,0.2064396540323894
183,D:\Budapest2025_Google\20250822_112331.jpg,0,0.49567474048442905,0.1578719723183391,0.14734717416378315,0.16782006920415224,core,1.0
184,D:\Budapest2025_Google\20250822_121039.jpg,0,0.3820645905420992,0.4007352941176471,0.03460207612456748,0.03308823529411765,core,1.0
185,D:\Budapest2025_Google\20250822_121053.jpg,1,0.05709342560553633,0.4809688581314879,0.0395040369088812,0.03179065743944637,core,1.0
186,D:\Budapest2025_Google\20250822_121058.jpg,0,0.16810841983852365,0.492863321799308,0.03892733564013841,0.033953287197231834,core,1.0
187,D:\Budapest2025_Google\20250822_112502.jpg,0,0.4581891580161476,0.18403979238754326,0.13638985005767013,0.1578719723183391,core,1.0
188,D:\Budapest2025_Google\20250822_121039.jpg,1,0.3817762399077278,0.35986159169550175,0.036043829296424454,0.03222318339100346,core,1.0
189,D:\Budapest2025_Google\20250822_121053.jpg,0,0.40340253748558247,0.43728373702422146,0.03835063437139562,0.03762975778546713,core,1.0
190,D:\Budapest2025_Google\20250822_121058.jpg,1,0.4855824682814302,0.4517733564013841,0.04008073817762399,0.038711072664359865,core,1.0
191,D:\Budapest2025_Google\20250822_123916.jpg,3,0.7117962466487936,0.4300202839756592,0.028820375335120642,0.06237322515212982,core,0.4206118583679199
192,D:\Budapest2025_Google\20250822_195716.jpg,0,0.7216695501730104,0.26211072664359863,0.05406574394463668,0.07583621683967705,core,0.31149138344658744
193,D:\Budapest2025_Google\20250822_121039.jpg,2,0.5074971164936563,0.20177335640138408,0.054498269896193774,0.04822664359861592,core,1.0
194,D:\Budapest2025_Google\20250822_121053.jpg,2,0.21424452133794694,0.2679498269896194,0.05651672433679354,0.05082179930795848,core,1.0
195,D:\Budapest2025_Google\20250822_121058.jpg,2,0.2952710495963091,0.28460207612456745,0.05536332179930796,0.04909169550173011,core,1.0
196,D:\Budapest2025_Google\20250822_122617.jpg,0,0.2618357487922705,0.10640138408304499,0.17149758454106281,0.11743079584775086,core,1.0
197,D:\Budapest2025_Google\20250822_122626.jpg,0,0.45265700483091786,0.3514273356401384,0.09420289855072464,0.06401384083044982,core,1.0
