name,scene,lap_gt,ten_gt,musiq_gt,lap_blur,ten_blur,musiq_blur
scene007__3.png,scene007,426.9694239568285,35464.1201222988,71.0610580444336,230.65426690027735,29906.550174638956,68.20304107666016
scene008__10.png,scene008,461.8533370378219,38205.90284846563,72.37065887451172,226.79783553521466,28798.77709945452,60.82524490356445
scene008__20.png,scene008,470.8385025306963,38673.61125141224,73.8453140258789,130.72022794229866,22189.80230876919,60.140052795410156
scene008__3.png,scene008,447.4616711485086,38280.48366013072,73.5261459350586,103.08937553734378,16058.644707039399,47.7673454284668
scene009__10.png,scene009,369.7831594082876,30794.857692181286,67.95465850830078,49.418260410026434,6712.9083900198375,30.711292266845703
scene009__20.png,scene009,390.0258508892931,31838.363787734987,68.78644561767578,121.28068695343829,17387.893033469412,56.890586853027344
scene009__3.png,scene009,383.26922753776563,32050.576773292734,67.5303955078125,205.43068276717477,23950.796194732742,62.54022979736328
scene010__10.png,scene010,305.30400752909605,28525.038972025075,70.57256317138672,88.63888630829413,13508.09906621008,28.103870391845703
scene010__20.png,scene010,350.04565692689,30444.21456248248,69.61563873291016,187.901697232317,23173.44136378356,57.05314636230469
scene010__3.png,scene010,323.9663686924422,30526.777892772312,71.2946548461914,145.91583775473475,21386.538522699542,55.51605987548828
scene011__10.png,scene011,140.36306587416135,17194.433266624583,60.59018325805664,20.84907047801594,5962.575851900393,29.104270935058594
scene011__20.png,scene011,141.10845091392474,17844.252522164476,59.96520233154297,90.58306525859552,15032.221841344555,59.600059509277344
scene011__3.png,scene011,143.65338194643707,17125.815179387875,62.40351104736328,23.939578324254025,4619.283652371766,41.19987487792969
scene012__10.png,scene012,79.52426186032325,14480.702526186074,63.02597427368164,14.093526716833429,3929.0247628888806,36.93841552734375
scene012__20.png,scene012,72.13529288037577,14196.013754014737,64.41397857666016,9.591775703069837,2709.8987488003413,29.381507873535156
scene012__3.png,scene012,80.09423079919138,14243.900999840123,66.17401123046875,22.274624825046804,6096.477456472369,44.309471130371094
scene013__10.png,scene013,60.126067521378914,9335.0445563735,62.57065200805664,35.625184741484354,8033.114139627117,54.77725601196289
scene013__20.png,scene013,58.3415258623237,9118.223638735893,58.32096481323242,19.05954969194116,5986.8519784859855,35.803836822509766
scene013__3.png,scene013,58.75185995182736,9111.620859732531,61.591468811035156,18.40078829822447,5265.713978079015,40.876075744628906
scene014__10.png,scene014,109.32646908659062,18230.743057234715,68.05402374267578,41.50080480761402,11520.355463789134,57.26723098754883
scene014__20.png,scene014,112.9490682188279,18519.37214723165,67.19827270507812,27.201134428079115,6898.277065685013,36.45069122314453
scene014__3.png,scene014,108.08835843296387,18330.095229436207,64.7444839477539,31.401322453319636,8611.964135119575,49.11176300048828
scene015__10.png,scene015,46.50185826002997,5972.893009393064,57.58169174194336,24.560532373904945,4829.0875267575,56.726219177246094
scene015__20.png,scene015,47.612632968695394,5987.723517463285,57.1309814453125,11.318633816013158,2449.383650698511,41.270294189453125
scene015__3.png,scene015,45.96947329036621,6054.916116511898,59.54598617553711,10.474076120458491,2647.3740401703385,36.2296257019043
scene016__10.png,scene016,130.9642039958481,17153.695158835275,66.79563903808594,42.654894560605214,9136.423870636996,43.63862228393555
scene016__20.png,scene016,131.50237030982174,17126.387751043945,67.90499877929688,46.21772498928099,10107.099393150449,39.17217254638672
scene016__3.png,scene016,133.44073482247958,17032.629264564286,66.85948944091797,52.08223538971751,12271.037759969471,51.577247619628906
scene017__10.png,scene017,153.18706108243504,25948.536837621232,65.25983428955078,59.24907727391031,17660.902365135156,57.672645568847656
scene017__20.png,scene017,153.38140759547412,26036.512519670923,63.512290954589844,36.386709339565414,12339.734041831927,36.89931106567383
scene017__3.png,scene017,154.90252179316312,26031.603442313582,65.33586883544922,80.11044164783404,19627.590754787765,58.871402740478516
scene018__10.png,scene018,22.300275799543467,1994.513545368034,35.544776916503906,6.100094542095549,1541.164483728405,26.502979278564453
scene018__20.png,scene018,22.815500268143854,1948.7753088077336,38.55290222167969,5.848125639206267,1220.2267372600927,22.985416412353516
scene018__3.png,scene018,23.42477812543869,2223.1711254323945,38.19514465332031,5.472972003735824,675.6857738182006,16.928659439086914
scene019__10.png,scene019,63.11326658526354,20304.834018657173,63.61534881591797,16.02385580993914,7259.596074126687,45.142765045166016
scene019__20.png,scene019,57.58710065940655,17947.636683677243,62.87266540527344,19.72116685883325,9842.496093805994,49.47343444824219
scene019__3.png,scene019,69.05590208173336,21269.275209852432,62.59721755981445,21.439422321700768,9775.953245293622,47.02130889892578
scene020__10.png,scene020,110.56063054522177,7558.321669706569,45.082550048828125,27.969512088965466,4032.319017586506,27.26894760131836
scene020__20.png,scene020,111.11396706377349,7717.67484859681,44.39319610595703,46.340654661137066,5633.051378475026,30.801715850830078
scene020__3.png,scene020,112.01060249591558,7754.763079669432,43.848060607910156,34.617184238226045,4780.863549696802,30.728618621826172
scene021__10.png,scene021,326.4292630209135,48046.182297532505,66.811767578125,88.98195349943056,25133.862233183092,39.156646728515625
scene021__20.png,scene021,365.86796648716563,46295.79503278057,67.7942886352539,166.2720076372652,33204.27674054719,51.885807037353516
scene021__3.png,scene021,340.5304365749144,45757.19026416375,67.30982971191406,57.27098819136884,11988.364369046949,31.04279327392578
scene022__10.png,scene022,54.65242677732948,6771.399710522738,53.4342041015625,21.630745657767275,4787.220887447462,51.16947937011719
scene022__20.png,scene022,50.92701931656386,6563.880453343155,54.594825744628906,13.758876782385656,3256.7435393014307,37.195735931396484
scene022__3.png,scene022,55.15889698812829,6875.619055264763,52.31632995605469,14.043670863922474,4046.603547110516,46.56051254272461
scene023__10.png,scene023,217.6043847231866,28336.260720688708,73.1357650756836,73.5333672139445,17064.89931865325,64.35807037353516
scene023__20.png,scene023,221.8401624300373,30406.461124834063,70.03687286376953,95.7619830864326,24002.817226200117,67.46068572998047
scene023__3.png,scene023,188.2630470303911,26927.869181619546,69.71302795410156,14.523270730435154,6768.258125402817,25.313344955444336
scene024__10.png,scene024,362.8832991227939,44358.2619257558,73.0218276977539,162.1390032575307,25460.732734949746,70.1723403930664
scene024__20.png,scene024,330.6708632107368,38469.90905761719,72.6019058227539,64.30505087844591,9600.10935662995,62.02415466308594
scene024__3.png,scene024,369.3603441063588,44860.41153762209,72.72559356689453,228.7282167872605,31970.12491572254,69.1547622680664
scene025__10.png,scene025,180.12296955561436,45004.42783129014,70.19237518310547,121.87515281586899,37415.037065416895,58.300575256347656
scene025__20.png,scene025,190.01089581576605,45115.49467764255,72.87616729736328,139.50884426032022,40492.61109768309,68.38172149658203
scene025__3.png,scene025,162.7419551535365,44647.15197494004,70.06809997558594,51.00565599114532,21327.7850240566,47.9730110168457
scene026__10.png,scene026,104.13971173090752,17205.970254227206,49.06297302246094,39.976893509920956,10822.673149333772,47.12495422363281
scene026__20.png,scene026,100.08414844295301,18430.232402937516,47.63960647583008,48.05647255439601,12438.305149681613,49.54786682128906
scene026__3.png,scene026,103.65888136503779,16293.293958129949,49.80844497680664,30.440535232826406,6056.071141148485,33.775360107421875
scene027__10.png,scene027,49.820497047231605,3997.8630783682447,59.545589447021484,9.02054665269808,3033.780296780633,40.104339599609375
scene027__20.png,scene027,50.24432276075918,3938.0384549141186,60.21769714355469,8.917366338745072,2275.758255341692,29.892793655395508
scene027__3.png,scene027,49.70762410292327,3846.910145966071,53.847190856933594,11.99941159498416,3313.486637120003,46.97334671020508
scene028__10.png,scene028,152.10056808094595,6710.398988724151,68.54207611083984,7.115073036453165,2534.735671137406,20.71515464782715
scene028__20.png,scene028,146.68281061759603,6469.127103590983,70.7561264038086,24.983225757012164,4433.55641598252,47.0792236328125
scene028__3.png,scene028,145.30777920487225,6512.742769833878,69.5277099609375,17.28614775646298,3481.8532801975584,29.05722999572754
scene029__10.png,scene029,58.3015438293596,10530.781230563682,63.98381805419922,18.027213130288544,8803.438598596196,60.896690368652344
scene029__20.png,scene029,60.50192048080141,10871.396321089567,64.27948760986328,11.025789725336415,4822.9138407768705,49.67540740966797
scene029__3.png,scene029,62.30551739988027,11261.892429812442,62.951637268066406,9.968239703597863,3997.092792766402,43.25022888183594
scene030__10.png,scene030,244.3071957471724,30187.967347638176,66.82140350341797,95.64804465730786,19041.557295709994,60.28882598876953
scene030__20.png,scene030,197.91060588476716,25145.3354825051,66.16289520263672,52.95215468813239,10539.708963523974,61.629356384277344
scene030__3.png,scene030,196.74028088395542,25099.124893700373,65.75943756103516,156.33136283889246,23064.333024588876,68.21971893310547
scene031__10.png,scene031,163.6086355551783,30531.25801423076,54.233070373535156,70.64579131323309,20501.13196718466,43.14042282104492
scene031__20.png,scene031,156.90819954821177,29472.22342705838,56.83843994140625,49.0174497284025,18302.20849059995,45.180843353271484
scene031__3.png,scene031,179.34481333425194,32906.90159090909,56.06909942626953,38.41708963592537,15822.212120534216,40.96255111694336
scene032__10.png,scene032,112.46703780803959,11085.592037537803,57.53026580810547,31.769414280692008,9936.260445119366,57.234580993652344
scene032__20.png,scene032,113.44919041183097,10230.438476277075,58.212467193603516,21.018724391526785,6877.884724152341,50.15631866455078
scene032__3.png,scene032,114.38118678452993,11763.872243532482,58.200294494628906,10.876739462589265,4050.052895766889,33.62307357788086
scene033__10.png,scene033,390.3903093643781,11767.21401139827,69.12196350097656,32.75790149269552,1905.5980669361318,45.47671127319336
scene033__20.png,scene033,456.93753952118175,11719.704545897517,68.97171783447266,44.22198695935873,2639.564612399617,46.907135009765625
scene033__3.png,scene033,443.0016049116865,12133.51480796388,71.74121856689453,23.313760723325395,1129.4196975073185,42.1476936340332
scene034__10.png,scene034,224.49218716268197,26657.3832079691,66.06285095214844,69.28441378461287,11857.768203628784,55.23088073730469
scene034__20.png,scene034,206.5016454000361,25763.017083587554,64.51361083984375,34.19645119704511,6998.626890556151,48.58111572265625
scene034__3.png,scene034,214.64456286145895,26316.052682830217,67.1511459350586,53.1682194066397,9682.921964868647,56.78566360473633
scene035__10.png,scene035,37.21141122571842,4733.249127174154,32.97210693359375,8.710138281024564,1442.673719900237,22.047073364257812
scene035__20.png,scene035,39.59745895914632,4911.543618492594,32.32191467285156,15.403317618431398,2850.834499626975,24.83035659790039
scene035__3.png,scene035,34.967004727554695,4236.05988282899,33.14019775390625,6.330231998265571,1202.4765324823936,21.406116485595703
scene036__10.png,scene036,151.08609931333933,10443.902072031235,53.418365478515625,63.67763133369335,7662.463598522945,39.87061309814453
scene036__20.png,scene036,144.4298062868112,10186.465120331046,56.294342041015625,79.05740106424129,8331.225609324827,49.41891860961914
scene036__3.png,scene036,147.62801037352875,10236.2577581575,55.06865692138672,119.1407053505535,9483.804722707951,53.84417724609375
scene037__10.png,scene037,97.96737928733843,6743.155264927473,38.02307891845703,37.35538792172473,4118.854601141585,22.07044219970703
scene037__20.png,scene037,95.2345918446962,6588.358875719608,38.154685974121094,47.967840066407334,4129.593218736919,25.721773147583008
scene037__3.png,scene037,96.8324161624681,6634.380110054752,39.59764862060547,38.50707112152543,4715.82501023825,21.668704986572266
scene038__10.png,scene038,180.38543812292434,14151.622768656334,56.74232482910156,39.888529207491246,7202.833758535562,34.33342742919922
scene038__20.png,scene038,177.06236924234543,14055.356019779229,57.23845672607422,49.72917573611199,6706.254018047326,41.13429641723633
scene038__3.png,scene038,152.61530401654176,13726.33412076096,53.599830627441406,24.470648490777226,5536.963162868171,27.646841049194336
scene039__10.png,scene039,219.76723753404613,32357.525992972187,44.43880081176758,54.77000028455986,15679.277027964748,28.208599090576172
scene039__20.png,scene039,210.30538060932037,31605.820022718533,44.5399055480957,58.59873013898758,16621.952558413646,34.95973205566406
scene039__3.png,scene039,224.47877965229986,32857.07564620247,48.3049201965332,41.75999177710101,11798.579374604127,23.468582153320312
scene040__10.png,scene040,157.86506440909912,28539.477431730986,54.94735336303711,125.6878676151457,25614.164770170362,51.157928466796875
scene040__20.png,scene040,151.3875591209979,25729.36605955863,56.87298583984375,58.01158623638846,13608.930714567707,36.74795913696289
scene040__3.png,scene040,153.83424727581595,26678.420300119516,56.868370056152344,73.41612835743456,18694.623080671416,41.61566162109375
scene041__10.png,scene041,78.76433731104467,4748.360292353703,50.03312683105469,36.43601941242085,3223.216359840577,31.659025192260742
scene041__20.png,scene041,84.42363134110066,4927.041386103441,46.42961883544922,33.69719607527408,3133.9821791040004,21.39634895324707
scene041__3.png,scene041,86.44458115945054,5455.22854260564,50.302894592285156,37.675561286421065,3992.2639878918076,29.93411636352539
scene042__10.png,scene042,261.7825538565006,15385.479067418568,50.17442321777344,77.88982108144616,8133.26803183645,41.68887710571289
scene042__20.png,scene042,260.0670415075237,15119.7762226045,49.82061767578125,85.55191707237756,8940.855201839691,39.19773864746094
scene042__3.png,scene042,259.4539739911989,15399.49530117942,47.231048583984375,48.205525038495544,5428.78540221914,37.36038589477539
scene043__10.png,scene043,237.9369892091357,13550.692011900184,50.971832275390625,60.85630847504614,5938.0351543852275,36.00688171386719
scene043__20.png,scene043,210.20375696315446,13504.04715917246,51.797584533691406,82.7253703205519,6848.474601317653,36.13239669799805
scene043__3.png,scene043,253.15652021072907,13319.063156685135,51.61689376831055,47.4186462149311,4000.210499742605,32.24240493774414
scene044__10.png,scene044,210.35337341163088,25632.822694695464,60.859397888183594,45.198782960857535,9717.44135179956,33.4264030456543
scene044__20.png,scene044,214.230093789778,25735.79019506163,62.17095947265625,132.47893338552205,19730.444463300806,57.258460998535156
scene044__3.png,scene044,218.1041061622939,26721.115333120815,61.99834442138672,79.81716378652126,14790.097867645947,46.53519821166992
scene045__10.png,scene045,156.0226821412087,28891.960674157304,48.462188720703125,61.86546560664776,16245.947467981518,42.12567138671875
scene045__20.png,scene045,155.72939048406369,28907.004098229947,49.791236877441406,77.60442980840364,20627.227290595467,47.581321716308594
scene045__3.png,scene045,158.48181107754516,29027.241326271724,50.8676872253418,92.47714024526056,23185.170620048575,48.973976135253906
scene046__10.png,scene046,264.26178161201653,34348.24502547261,64.79021453857422,81.87778450364155,19690.679681690897,52.60075378417969
scene046__20.png,scene046,262.0959668385336,35160.33692530583,64.42131805419922,121.5794449751277,25681.857198608355,57.834075927734375
scene046__3.png,scene046,255.5153141129333,33921.51498981358,63.68135452270508,231.91454140874853,31228.56129950794,61.42226791381836
scene047__10.png,scene047,64.92179410012776,10521.578278751538,52.170135498046875,22.958510871004904,6566.902381417485,46.07643508911133
scene047__20.png,scene047,59.832819422354184,10034.500476708688,51.251468658447266,11.279371746827353,2894.111744807413,29.86568832397461
scene047__3.png,scene047,64.17591298473965,10879.753976114185,55.901039123535156,18.600179663360368,6177.24864108498,38.777244567871094
scene048__10.png,scene048,374.5549551937923,29073.692350952537,60.994754791259766,199.331360689548,21974.092901399832,52.14521789550781
scene048__20.png,scene048,332.87129697363093,27078.149216622343,62.23942184448242,150.8127655452704,16389.258455010608,47.561954498291016
scene048__3.png,scene048,350.4147815999825,28013.74504465964,60.783992767333984,169.1565301982414,18590.757149205354,44.81470489501953
scene049__10.png,scene049,493.2103963769807,51109.07172930826,62.37054443359375,185.49961955721048,30662.208917973796,52.89195251464844
scene049__20.png,scene049,499.5792487718297,51351.918224281144,62.913734436035156,219.27396425897052,36431.986014502385,56.08445739746094
scene049__3.png,scene049,502.5702482480323,49915.7930757454,64.68921661376953,269.12370130111145,36315.87122759909,57.15208435058594
scene050__10.png,scene050,350.9768924413144,35851.86582843908,64.6729507446289,135.85528637202938,22973.397744726502,44.80064392089844
scene050__20.png,scene050,353.5233622175182,35867.12839805625,64.51480102539062,114.57007874875816,22628.108973327755,46.06120681762695
scene050__3.png,scene050,354.56902512420606,35197.405043136365,62.556922912597656,128.28410830238843,21085.408555594044,42.49150848388672
scene051__10.png,scene051,173.0356086472558,14201.557662596902,52.716461181640625,60.096101827698526,8676.452896577724,27.545976638793945
scene051__20.png,scene051,170.37172881984174,14209.712951771864,50.91557312011719,42.27759776844576,7211.702477259102,25.669382095336914
scene051__3.png,scene051,159.58235703157158,13133.552880799234,51.90830993652344,45.990303217249746,6782.106639094015,24.571176528930664
scene052__10.png,scene052,209.44431211789137,25120.203778871368,62.596317291259766,149.88236001050305,22864.96507787512,62.21662902832031
scene052__20.png,scene052,192.34927442612408,23447.565379989643,63.07658386230469,71.79558595087913,9772.0421277666,43.925193786621094
scene052__3.png,scene052,232.25974727238176,27776.765540540542,64.20606994628906,122.55965181305443,16848.428940350404,48.724456787109375
scene053__10.png,scene053,286.7107663057427,26471.027099574058,57.09850311279297,37.212784038141315,10691.468308679769,31.725881576538086
scene053__20.png,scene053,292.0979230132562,26395.114316502462,59.24237823486328,67.56095536837215,13755.166612116054,43.532127380371094
scene053__3.png,scene053,276.7121446931858,25528.85213315462,57.67085266113281,56.92488014641399,11568.348116146477,48.877655029296875
scene054__10.png,scene054,785.7282526964101,50658.52183381234,61.82355880737305,117.20498363384304,18245.14105550546,44.436805725097656
scene054__20.png,scene054,745.2683748245777,52658.26539143489,66.24140930175781,70.9999568158216,13458.66809988424,33.460784912109375
scene054__3.png,scene054,812.5536430267093,50632.947547483695,59.86817932128906,176.0552823793553,27412.493616851512,47.24032974243164
scene055__10.png,scene055,334.954280556007,34078.65850320063,56.682769775390625,101.48482505854442,17178.452370454597,34.041690826416016
scene055__20.png,scene055,317.6080463113012,33994.10707658813,57.723045349121094,104.50875120856004,19101.458977936552,41.444679260253906
scene055__3.png,scene055,326.0498726808171,34049.54250661613,55.65637969970703,185.0755961699529,28186.36736543555,50.86867141723633
scene056__10.png,scene056,324.77742894411165,34707.45671950889,61.477264404296875,74.84658322329607,12048.053892987607,33.270042419433594
scene056__20.png,scene056,311.05849120938706,35124.08316675264,61.2669563293457,121.35465622210886,15688.25076797421,40.63249588012695
scene056__3.png,scene056,350.16523656477455,38108.96257377891,61.776954650878906,90.90889155793953,13434.860823150559,35.97076416015625
scene057__10.png,scene057,125.8338560819971,12517.008566427321,53.449432373046875,37.80248531357448,5134.803100715401,30.551921844482422
scene057__20.png,scene057,121.06746895293347,12484.990439688214,55.38563537597656,27.586974680219306,4140.901899667782,35.06084442138672
scene057__3.png,scene057,124.7155899133625,12682.593380378265,53.088836669921875,34.23317207501822,6213.074574633395,37.54833984375
scene058__10.png,scene058,142.30905131324545,12415.52631771569,56.773345947265625,33.275674592419286,5546.573456230879,35.32365417480469
scene058__20.png,scene058,131.76038676640317,11741.413168754336,56.659019470214844,29.20340547766634,4362.563110959244,26.056987762451172
scene058__3.png,scene058,156.639412330429,13988.196478450986,57.54705047607422,47.855263703744484,6598.250554500419,41.260826110839844
scene059__10.png,scene059,165.8234295916139,22103.49070010802,58.1589469909668,53.37474204535485,10604.324838033166,29.78279685974121
scene059__20.png,scene059,169.1204084753505,23813.676685809944,58.5733757019043,74.71331619319156,16042.929165544449,42.25046157836914
scene059__3.png,scene059,144.3228580949477,19877.399316096747,56.4041862487793,42.348001978361935,8661.86209826109,35.71382141113281
scene060__10.png,scene060,146.03514017090862,20746.135373291774,57.402740478515625,24.486764837176317,8418.480391688234,28.25015640258789
scene060__20.png,scene060,138.39669607778103,19802.077836017063,59.05647659301758,31.911511735279383,9334.81548796571,32.50393295288086
scene060__3.png,scene060,141.01148132954344,20365.39059095806,57.662254333496094,12.060933963994009,3621.2825233028466,20.000469207763672
scene061__10.png,scene061,121.57327920168464,14783.186976414487,57.052398681640625,35.63657878429788,5927.386158074968,32.152523040771484
scene061__20.png,scene061,100.91527544471077,12360.19787879029,55.026763916015625,38.57593652641766,7110.6529313582305,39.495758056640625
scene061__3.png,scene061,97.063727686026,12021.29422200911,55.183990478515625,48.165605845717245,9287.389464481545,47.26220703125
scene062__10.png,scene062,798.5482351220099,63502.19631423911,71.0994644165039,150.07509366870218,22566.525692661922,48.63096618652344
scene062__20.png,scene062,748.7098364273355,63204.42409397732,70.43350219726562,207.65547629190323,33073.89236366818,54.967041015625
scene062__3.png,scene062,743.3278498429403,54830.278491722675,71.42288970947266,230.74904967865464,29742.41470484694,57.66069030761719
scene063__10.png,scene063,357.9998282206284,35585.37482357913,62.816558837890625,187.01011849827424,27179.02428157719,55.41981506347656
scene063__20.png,scene063,324.49886378619607,34633.7535649121,59.484989166259766,43.91575647784669,7589.334177656775,18.586824417114258
scene063__3.png,scene063,331.00918212990274,35737.443911674156,61.019081115722656,74.35809161926399,13198.588739254174,23.111377716064453
scene064__10.png,scene064,266.6271408292565,41080.76459435186,63.95362854003906,76.01115246308615,17074.821289265354,39.49114990234375
scene064__20.png,scene064,251.39418797835927,38982.57822063538,62.3304328918457,67.94342600233809,18327.600820709118,28.944313049316406
scene064__3.png,scene064,276.8289622506823,44888.04269914991,63.497894287109375,84.91872924265687,23072.677909263857,36.4405517578125
scene065__10.png,scene065,605.6331115254299,78485.27592178175,70.83605194091797,92.6281180879264,13485.122040508471,28.85678482055664
scene065__20.png,scene065,591.9014608388319,76584.06290984142,73.09357452392578,117.80820707646099,25272.116231608416,36.34730529785156
scene065__3.png,scene065,589.1725331250528,76662.30059041748,71.0543441772461,101.22230706437952,18267.679619871098,34.53541564941406
scene066__10.png,scene066,288.3081084844145,23912.37945641667,64.20899200439453,140.58046848176005,16508.263684036916,45.0849723815918
scene066__20.png,scene066,291.554984362256,24218.821757166028,62.77482604980469,55.83726921362952,8465.74991165122,18.071752548217773
scene066__3.png,scene066,271.9371419986901,23226.76856323145,65.20081329345703,54.88144534750009,9300.959820198652,22.742292404174805
scene067__10.png,scene067,207.5576356026372,29780.4145969029,59.920814514160156,94.8849281288164,18897.73468297812,47.1241569519043
scene067__20.png,scene067,210.63275080976513,30664.868188136756,59.26777648925781,50.179254773096886,9710.895696206495,25.225841522216797
scene067__3.png,scene067,217.4736956253803,31387.2559426175,57.94267272949219,107.59437807775276,22475.57227145885,52.608970642089844
scene068__10.png,scene068,362.624698120341,49260.7173933545,66.15829467773438,68.55649582156185,15597.48345218135,36.52152633666992
scene068__20.png,scene068,383.573976101153,49769.5657896816,67.3167724609375,31.70053877777423,6312.976318706005,19.511669158935547
scene068__3.png,scene068,386.32716681230045,52730.21324897656,67.51580047607422,59.425200527649686,14571.604279813097,31.709095001220703
scene069__10.png,scene069,290.90223036593056,25474.846461283603,62.2906379699707,56.99346544371444,8048.7504173265415,29.272287368774414
scene069__20.png,scene069,286.3750030807627,25699.581567950434,64.64861297607422,142.3283293973372,15844.0232296234,57.383140563964844
scene069__3.png,scene069,302.2950527638242,27538.10970196059,64.11561584472656,93.55509964518599,12098.771061335938,39.01343536376953
scene070__10.png,scene070,351.34523649579813,31130.602701866555,66.94618225097656,50.480800095607414,6253.433417310942,24.426177978515625
scene070__20.png,scene070,315.2118120388652,29869.46427459042,64.65421295166016,56.6742837965733,5195.547918798938,31.262285232543945
scene070__3.png,scene070,342.2552870336229,30685.836157851358,66.25850677490234,56.322047157128644,6692.069029513491,28.117340087890625
scene071__10.png,scene071,127.03779329943583,16431.012668349118,54.67945861816406,31.67109193793925,7486.645168654757,31.524822235107422
scene071__20.png,scene071,137.96791380679443,18184.882823149284,57.929691314697266,56.528364266632316,11372.135651117775,46.80998229980469
scene071__3.png,scene071,128.82766525662618,16257.659245490957,56.620880126953125,38.01567337208879,7300.553132066377,40.633522033691406
scene072__10.png,scene072,149.89073424023377,13353.77980537174,56.68427276611328,67.97508243049361,8628.158623718888,30.072429656982422
scene072__20.png,scene072,154.30678271969458,13378.294961964655,55.53935241699219,62.16015576037395,6724.527197147013,25.091732025146484
scene072__3.png,scene072,156.27280720977112,13172.274880938774,55.45136642456055,66.77524013063775,6727.142599801997,26.716472625732422
scene073__10.png,scene073,418.70707000592654,40665.267582614026,66.41026306152344,184.70583451952209,24675.894684580777,57.7262077331543
scene073__20.png,scene073,422.9484539872875,40796.77335725725,65.93782806396484,92.9411518398273,16828.987643526463,30.924161911010742
scene073__3.png,scene073,439.57425901038727,42292.274179328946,66.52192687988281,98.82693197985039,16275.173442154915,28.343414306640625
scene074__10.png,scene074,359.1248305914822,59576.41434971444,70.17832946777344,163.74939998160403,38605.298199332196,62.16343688964844
scene074__20.png,scene074,379.96197096693544,62412.964147394996,71.1012954711914,100.86210367918933,27595.28855444867,54.333763122558594
scene074__3.png,scene074,352.78259453400403,58118.003028073115,69.6332778930664,75.32385348230396,22718.125536700063,46.203765869140625
scene075__10.png,scene075,170.14279388030639,14740.543162487284,56.651954650878906,41.268188956524014,6405.230515471872,27.328075408935547
scene075__20.png,scene075,183.67585065223147,15001.457696434718,58.361595153808594,52.484536805289075,8047.634386957719,38.150634765625
scene075__3.png,scene075,165.57136069549216,14784.338024114528,52.6475830078125,37.045890072461376,5555.096574828742,21.017322540283203
scene076__10.png,scene076,202.27413420792902,18617.062040160643,58.19197463989258,109.39160682175165,12833.815854329185,49.29970169067383
scene076__20.png,scene076,223.22160277971423,21902.80091708901,57.21260452270508,58.6728606689678,8254.884202104402,23.60699462890625
scene076__3.png,scene076,187.0579374841654,17366.55210117104,57.85075759887695,61.72394324889067,9515.791506480124,33.801490783691406
scene077__10.png,scene077,273.41194594132264,17151.888594431963,52.367164611816406,50.07248081046122,6304.363440070822,27.313480377197266
scene077__20.png,scene077,273.36825603094496,17053.64418335837,50.62005615234375,114.72761175562694,9178.414942981537,23.49843978881836
scene077__3.png,scene077,219.51720937216493,12314.948103040575,51.23359680175781,84.68455423895924,7560.96401474846,34.097740173339844
